item_number,email,platform
6736,usr907@gt.edu,macOS
6740,usr908@gt.edu,Windows
6742,usr908@gt.edu,Linux
6743,usr909@gt.edu,Windows
6744,usr909@gt.edu,Windows
6748,usr910@gt.edu,macOS
6751,usr910@gt.edu,Windows
6757,usr910@gt.edu,Windows
6767,usr913@gt.edu,Linux
6769,usr914@gt.edu,macOS
6771,usr914@gt.edu,Windows
6772,usr914@gt.edu,Windows
6773,usr914@gt.edu,Windows
6776,usr915@gt.edu,macOS
6778,usr915@gt.edu,macOS
6780,usr916@gt.edu,macOS
6781,usr916@gt.edu,Windows
6782,usr916@gt.edu,Windows
6783,usr916@gt.edu,Windows
6792,usr917@gt.edu,Linux
6795,usr918@gt.edu,Windows
6798,usr919@gt.edu,Windows
6800,usr919@gt.edu,macOS
6803,usr919@gt.edu,Linux
6804,usr919@gt.edu,macOS
6810,usr920@gt.edu,Windows
6811,usr920@gt.edu,Windows
6812,usr920@gt.edu,Windows
6813,usr921@gt.edu,Windows
6814,usr921@gt.edu,Windows
6817,usr921@gt.edu,Windows
6820,usr922@gt.edu,macOS
6822,usr922@gt.edu,Windows
6824,usr922@gt.edu,Linux
6827,usr923@gt.edu,Windows
6828,usr923@gt.edu,Windows
6829,usr923@gt.edu,Windows
6832,usr924@gt.edu,Windows
6833,usr924@gt.edu,Windows
6835,usr924@gt.edu,Windows
6837,usr924@gt.edu,Windows
6838,usr924@gt.edu,Windows
6841,usr925@gt.edu,Windows
6845,usr925@gt.edu,macOS
6850,usr926@gt.edu,Linux
6860,usr927@gt.edu,Windows
6862,usr927@gt.edu,Windows
6863,usr927@gt.edu,Windows
6864,usr927@gt.edu,macOS
6865,usr927@gt.edu,Linux
6866,usr927@gt.edu,Linux
6871,usr928@gt.edu,Windows
6872,usr928@gt.edu,Windows
6873,usr928@gt.edu,macOS
6874,usr928@gt.edu,Linux
6876,usr928@gt.edu,macOS
6880,usr929@gt.edu,Windows
6882,usr929@gt.edu,Windows
6883,usr929@gt.edu,Windows
6888,usr930@gt.edu,Windows
6889,usr930@gt.edu,Linux
6895,usr930@gt.edu,Windows
6896,usr930@gt.edu,Linux
6898,usr930@gt.edu,Windows
6902,usr931@gt.edu,Windows
6903,usr932@gt.edu,Windows
6907,usr932@gt.edu,Windows
6910,usr932@gt.edu,Windows
6912,usr933@gt.edu,Linux
6915,usr933@gt.edu,macOS
6918,usr934@gt.edu,Linux
6921,usr934@gt.edu,Windows
6924,usr934@gt.edu,Windows
6927,usr935@gt.edu,macOS
6930,usr935@gt.edu,Windows
6934,usr936@gt.edu,Windows
6940,usr937@gt.edu,Windows
6942,usr937@gt.edu,Windows
6944,usr937@gt.edu,Windows
6949,usr938@gt.edu,macOS
6951,usr938@gt.edu,macOS
6952,usr938@gt.edu,Windows
6954,usr938@gt.edu,Windows
6958,usr939@gt.edu,Windows
6959,usr939@gt.edu,Windows
6960,usr939@gt.edu,Windows
6961,usr939@gt.edu,Windows
6965,usr940@gt.edu,Windows
6966,usr940@gt.edu,Linux
6969,usr940@gt.edu,Windows
6976,usr941@gt.edu,Windows
6978,usr941@gt.edu,Windows
6983,usr942@gt.edu,Linux
6984,usr942@gt.edu,Windows
6985,usr942@gt.edu,Windows
6986,usr942@gt.edu,macOS
6988,usr942@gt.edu,macOS
6992,usr943@gt.edu,Linux
6993,usr944@gt.edu,macOS
6996,usr944@gt.edu,Windows
6997,usr944@gt.edu,macOS
6999,usr944@gt.edu,macOS
7002,usr945@gt.edu,Windows
7003,usr945@gt.edu,Windows
7008,usr945@gt.edu,Windows
7010,usr946@gt.edu,Windows
7017,usr946@gt.edu,Windows
7024,usr947@gt.edu,Windows
7027,usr947@gt.edu,Windows
7029,usr947@gt.edu,macOS
7034,usr948@gt.edu,macOS
7041,usr948@gt.edu,Windows
7043,usr949@gt.edu,Windows
7048,usr949@gt.edu,Windows
7049,usr949@gt.edu,Windows
7053,usr950@gt.edu,Windows
7056,usr950@gt.edu,Linux
7058,usr950@gt.edu,Windows
7060,usr951@gt.edu,Windows
7062,usr951@gt.edu,Windows
7063,usr951@gt.edu,macOS
7065,usr951@gt.edu,Windows
7068,usr952@gt.edu,macOS
7069,usr952@gt.edu,macOS
7072,usr952@gt.edu,Windows
7073,usr952@gt.edu,Windows
7075,usr952@gt.edu,Windows
7079,usr953@gt.edu,Windows
7080,usr953@gt.edu,Windows
7081,usr953@gt.edu,Windows
7086,usr954@gt.edu,macOS
7087,usr954@gt.edu,Windows
7095,usr955@gt.edu,Windows
7104,usr958@gt.edu,Windows
7105,usr958@gt.edu,Windows
7106,usr958@gt.edu,Windows
7107,usr958@gt.edu,Windows
7111,usr959@gt.edu,Windows
7113,usr959@gt.edu,Linux
7115,usr959@gt.edu,Windows
7117,usr960@gt.edu,Windows
7119,usr960@gt.edu,Windows
7123,usr960@gt.edu,macOS
7125,usr960@gt.edu,Windows
7130,usr961@gt.edu,Windows
7133,usr961@gt.edu,macOS
7134,usr961@gt.edu,Windows
7138,usr962@gt.edu,macOS
7139,usr962@gt.edu,Windows
7142,usr962@gt.edu,Windows
7144,usr962@gt.edu,Windows
7148,usr963@gt.edu,Linux
7153,usr964@gt.edu,Windows
7155,usr964@gt.edu,Windows
7156,usr964@gt.edu,macOS
7158,usr964@gt.edu,Windows
7159,usr964@gt.edu,Windows
7166,usr965@gt.edu,Windows
7170,usr966@gt.edu,Windows
7172,usr966@gt.edu,macOS
7173,usr966@gt.edu,Windows
7177,usr967@gt.edu,Windows
7179,usr967@gt.edu,macOS
7183,usr968@gt.edu,Windows
7184,usr968@gt.edu,Windows
7185,usr968@gt.edu,macOS
7187,usr969@gt.edu,Linux
7188,usr969@gt.edu,Windows
7191,usr970@gt.edu,Windows
7192,usr970@gt.edu,macOS
7193,usr971@gt.edu,Windows
7196,usr971@gt.edu,Windows
7198,usr971@gt.edu,macOS
7201,usr972@gt.edu,macOS
7207,usr972@gt.edu,Linux
7212,usr972@gt.edu,Windows
7216,usr973@gt.edu,Linux
7223,usr974@gt.edu,Windows
7230,usr975@gt.edu,Linux
7234,usr976@gt.edu,Windows
7238,usr977@gt.edu,Windows
7241,usr977@gt.edu,Windows
7242,usr977@gt.edu,Windows
7243,usr977@gt.edu,Windows
7246,usr977@gt.edu,macOS
7247,usr977@gt.edu,Windows
7249,usr978@gt.edu,macOS
7252,usr979@gt.edu,macOS
7257,usr979@gt.edu,macOS
7258,usr979@gt.edu,Windows
7260,usr979@gt.edu,macOS
7262,usr980@gt.edu,Windows
7263,usr980@gt.edu,Windows
7266,usr980@gt.edu,Windows
7267,usr980@gt.edu,macOS
7268,usr980@gt.edu,Windows
7269,usr980@gt.edu,Windows
7271,usr980@gt.edu,Linux
7273,usr981@gt.edu,Linux
7274,usr981@gt.edu,Windows
7278,usr981@gt.edu,macOS
7280,usr981@gt.edu,Windows
7281,usr981@gt.edu,macOS
7282,usr981@gt.edu,Windows
7283,usr981@gt.edu,Windows
7285,usr982@gt.edu,macOS
7287,usr982@gt.edu,macOS
7289,usr982@gt.edu,Windows
7290,usr982@gt.edu,Linux
7291,usr982@gt.edu,macOS
7292,usr983@gt.edu,macOS
7296,usr983@gt.edu,Windows
7300,usr985@gt.edu,Windows
7302,usr985@gt.edu,Windows
7304,usr985@gt.edu,Windows
7313,usr986@gt.edu,Windows
7316,usr986@gt.edu,Windows
7324,usr987@gt.edu,macOS
7326,usr987@gt.edu,Windows
7327,usr987@gt.edu,Windows
7331,usr988@gt.edu,macOS
7334,usr989@gt.edu,Windows
7336,usr989@gt.edu,macOS
7337,usr989@gt.edu,Windows
7338,usr989@gt.edu,Windows
7339,usr989@gt.edu,Windows
7343,usr989@gt.edu,macOS
7346,usr990@gt.edu,macOS
7347,usr990@gt.edu,Windows
7351,usr991@gt.edu,Windows
7356,usr991@gt.edu,Windows
7361,usr992@gt.edu,Linux
7367,usr993@gt.edu,macOS
7368,usr993@gt.edu,Windows
7369,usr993@gt.edu,Windows
7371,usr994@gt.edu,Windows
7373,usr994@gt.edu,Windows
7376,usr994@gt.edu,Windows
7377,usr994@gt.edu,Windows
7384,usr995@gt.edu,Windows
7386,usr995@gt.edu,Windows
7398,usr997@gt.edu,macOS
7401,usr998@gt.edu,Windows
7402,usr998@gt.edu,Linux
7404,usr998@gt.edu,Windows
7418,usr999@gt.edu,Windows
