item_number	title	condition	description	email	type	card_count	platform	media
5620	Exodus The Trading Card Game 	Moderately Used	Existence Games   	usr756@gt.edu	Collectible Card Game	166		
5621	Donkey Kong card game	Heavily Used	Nintendo   	usr756@gt.edu	Collectible Card Game	142		
5622	Madden NFL 09	Heavily Used	Sports   EA Tiburon	usr756@gt.edu	Video Game		Xbox	Game card
5623	Monopoly	Unopened	Board game   EA Bright Light	usr756@gt.edu	Video Game		Xbox	Game card
5624	Braid	Lightly Used	Number None	usr756@gt.edu	Computer Game		Windows	
5625	Hatalom Kartyai Kartyajatak (AKA Power Cards Card Game)	Moderately Used		usr756@gt.edu	Collectible Card Game	72		
5626	Street Racing Syndicate'	Unopened	Eutechnyx   Namco	usr756@gt.edu	Computer Game		macOS	
5627	Phalanx	Unopened	Simulations Publications, Inc.  1971	usr756@gt.edu	Board Game			
5628	Memories Off 6: Next Relation	Moderately Used	Visual novel   5pb.	usr756@gt.edu	Video Game		Xbox	Cartridge
5629	NFL Blitz Special Edition	Moderately Used	Point of View   Midway Home Entertainment	usr757@gt.edu	Video Game		Nintendo	Cartridge
5630	Actua Pool	Damaged/Missing parts		usr757@gt.edu	Computer Game		macOS	
5631	Avatar: The Last Airbender Trading Card Game	Like New	by Upper Deck   	usr757@gt.edu	Collectible Card Game	83		
5632	Ace Lightning	Moderately Used	Absolute Studios   Gamezlab	usr757@gt.edu	Computer Game		macOS	
5633	Spades (4 players)	Heavily Used	One of the better trick taking games for partnerships, and another classic after being invented and popularized in the USA in the 1930s	usr757@gt.edu	Playing Card Game			
5634	Assassin's Creed Odyssey	Like New	Ubisoft Montreal   Ubisoft	usr757@gt.edu	Computer Game		Linux	
5635	Spades (4 players)	Like New	One of the better trick taking games for partnerships, and another classic after being invented and popularized in the USA in the 1930s	usr757@gt.edu	Playing Card Game			
5636	Highlander: The Card Game 2nd Edition	Heavily Used		usr757@gt.edu	Collectible Card Game	664		
5637	Scrolls	Heavily Used	Mojang	usr757@gt.edu	Computer Game		Windows	
5638	Aeroplane Chess	Moderately Used	China  Single six-sided die	usr758@gt.edu	Board Game			
5639	Hercules: The Legendary Journeys 	Damaged/Missing parts		usr758@gt.edu	Collectible Card Game	101		
5640	SimCity 4	Lightly Used		usr758@gt.edu	Computer Game		macOS	
5641	Gundam War: Mobile Suit Gundam the Card Game 	Heavily Used		usr758@gt.edu	Collectible Card Game	356		
5642	Alteil	Unopened	Flash-based online collectible card game produced by Japanese studio Dex Entertainment   	usr758@gt.edu	Collectible Card Game	443		
5643	Assassin's Creed III	Heavily Used		usr758@gt.edu	Computer Game		Windows	
5644	Digi-Battle 	Like New	Bandai   	usr758@gt.edu	Collectible Card Game	172		
5645	Pok�mon Puzzle League	Moderately Used		usr758@gt.edu	Video Game		Nintendo	Game card
5646	Ace Ventura: The CD-Rom Game	Heavily Used	7th Level   Bomico Entertainment Software	usr758@gt.edu	Computer Game		macOS	
5647	Sonic & Knuckles Collection	Heavily Used	Sega PC   Sega	usr758@gt.edu	Computer Game		Linux	
5648	Big Two (4 players)	Moderately Used		usr759@gt.edu	Playing Card Game			
5649	Star Wars: The Old Republic	Unopened	BioWare   Electronic Arts, LucasArts	usr759@gt.edu	Computer Game		Linux	
5650	Cheat (3-13 players)	Like New	"Also called ""I Doubt It"" or ""Bullsh**"", this is a game many children have played"	usr759@gt.edu	Playing Card Game			
5651	Mao (2-7 players)	Damaged/Missing parts	This game has especially been popular in college and university crowds since the 1960s, and the aim is not just to win but to have fun	usr759@gt.edu	Playing Card Game			
5652	World in Conflict: Soviet Assault	Unopened		usr759@gt.edu	Computer Game		Windows	
5653	Pony Island	Like New	Daniel Mullins Games	usr759@gt.edu	Computer Game		macOS	
5654	Might & Magic: Duel of Champions - Forgotten Wars	Heavily Used	Strategy & Simulation   Ubisoft	usr759@gt.edu	Video Game		Xbox	Game card
5655	Fan Tan (3-6 players)	Heavily Used		usr759@gt.edu	Playing Card Game			
5656	Saints Row IV	Unopened	Volition   Deep Silver, Spike Chunsoft	usr759@gt.edu	Computer Game		macOS	
5657	Golf (2-6 players)	Damaged/Missing parts	A great casual game for two players that also works with 3 or more. There are many variations, the most common one being six card Golf, where everyone has a 3x2 grid of cards worth varying points, that you try to improve	usr760@gt.edu	Playing Card Game			
5658	Draim Arena	Lightly Used	Draim   	usr760@gt.edu	Collectible Card Game	461		
5659	Avalanche Software	Damaged/Missing parts		usr760@gt.edu	Video Game		Nintendo	Optical disc
5660	Scopa (2-6 players)	Like New	A fascinating classic Italian card game that is especially good for two players, and for four players as a partnership game called Scopone	usr760@gt.edu	Playing Card Game			
5661	Spore	Lightly Used	Maxis   Electronic Arts	usr761@gt.edu	Computer Game		Windows	
5662	Megamind: Ultimate Showdown	Moderately Used	Action   THQ	usr761@gt.edu	Video Game		Xbox	Cartridge
5663	Battlefield 1942	Moderately Used	Digital Illusions CE   Electronic Arts	usr761@gt.edu	Computer Game		macOS	
5664	Age of Empires II: The Age of Kings	Moderately Used	Ensemble Studios   Microsoft Game Studios, Konami	usr761@gt.edu	Computer Game		Windows	
5665	Dragon Ball Collectible Card Game 	Lightly Used	Bandai   	usr761@gt.edu	Collectible Card Game	393		
5666	The Peloponnesian War	Like New	Victory Games  1991	usr761@gt.edu	Board Game			
5667	Magic: The Gathering 2014	Lightly Used	Card & Board   Stainless Games	usr762@gt.edu	Video Game		Xbox	Optical disc
5668	Activision Anthology	Lightly Used		usr762@gt.edu	Computer Game		macOS	
5669	Supreme Commander	Like New	Gas Powered Games   THQ	usr762@gt.edu	Computer Game		Linux	
5670	Backyard Baseball	Moderately Used	Humongous Entertainment	usr762@gt.edu	Computer Game		Linux	
5671	Transformers 	Like New	Wizards of the Coast   	usr762@gt.edu	Collectible Card Game	359		
5672	"Duel Masters Trading Card Game	"	Lightly Used	Wizards of the Coast/Takara   	usr762@gt.edu	Collectible Card Game	17		
5673	Fan Tan (3-6 players)	Unopened	"Also known as ""Sevens"", ""Domino"", ""Parliament"", and ""Pay or Play"". In turns players play a card to a common layout, which will begin with sevens as the foundation for each suit"	usr762@gt.edu	Playing Card Game			
5674	WWE Face Off 	Like New	Topps   	usr762@gt.edu	Collectible Card Game	449		
5675	Stellar Monarch	Like New	Silver Lemur Games	usr762@gt.edu	Computer Game		macOS	
5676	Joust	Like New	Sony Online Entertainment   Unreleased	usr762@gt.edu	Video Game		PlayStation	Cartridge
5677	Shadow of the Tomb Raider	Damaged/Missing parts	Eidos Montr�al   Square Enix	usr763@gt.edu	Computer Game		macOS	
5678	Jeopardy!	Unopened	Sony Online Entertainment   	usr763@gt.edu	Video Game		PlayStation	Game card
5679	NHL 99	Unopened	MBL Research   	usr763@gt.edu	Video Game		Nintendo	Game card
5680	Age of Empires III: The WarChiefs	Damaged/Missing parts	Ensemble Studios   Microsoft Game Studios, MacSoft	usr764@gt.edu	Computer Game		Windows	
5681	Bastion	Damaged/Missing parts		usr764@gt.edu	Computer Game		Windows	
5682	Battleground 5: Antietam	Damaged/Missing parts	TalonSoft	usr764@gt.edu	Computer Game		Linux	
5683	Dixie	Damaged/Missing parts	Columbia Games   	usr764@gt.edu	Collectible Card Game	745		
5684	Hannibal: The Italian Campaign 219-206 BC	Lightly Used	Simulations Canada  1983	usr764@gt.edu	Board Game			
5685	Merv Griffin's Crosswords	Like New	Family & Educational   Pipeworks Software	usr765@gt.edu	Video Game		Xbox	Game card
5686	Aquarian Age	Unopened	an out-of-print Japanese collectible trading card game marketed and produced by Broccoli   	usr765@gt.edu	Collectible Card Game	241		
5687	The Maw	Heavily Used	Action & Adventure   Twisted Pixel Games	usr765@gt.edu	Video Game		Xbox	Optical disc
5688	Age of Pirates 2: City of Abandoned Ships	Lightly Used	Akella   Playlogic	usr765@gt.edu	Computer Game		Windows	
5689	Hyper Olympics in NaganoJP	Moderately Used	KCEO   Konami	usr765@gt.edu	Video Game		Nintendo	Cartridge
5690	Dimps	Lightly Used	Namco Bandai Games   Unreleased	usr765@gt.edu	Video Game		Xbox	Optical disc
5691	Joe Danger	Damaged/Missing parts	Hello Games   January 26, 2012	usr765@gt.edu	Video Game		PlayStation	Optical disc
5692	Mahjong * Dream C Club	Lightly Used	Puzzle Game   D3Publisher	usr765@gt.edu	Video Game		Xbox	Cartridge
5693	Anno 2205	Lightly Used		usr765@gt.edu	Computer Game		macOS	
5694	Ace Ventura: The CD-Rom Game	Unopened	7th Level   Bomico Entertainment Software	usr766@gt.edu	Computer Game		macOS	
5695	Eve: The Second Genesis	Moderately Used		usr766@gt.edu	Collectible Card Game	369		
5696	Kiba Trading Card Game 	Like New	Upper Deck   	usr766@gt.edu	Collectible Card Game	509		
5697	Ace Lightning	Heavily Used	Absolute Studios   Gamezlab	usr766@gt.edu	Computer Game		macOS	
5698	Nushi Tsuri 64	Heavily Used	DDL   Pack-In-Soft	usr766@gt.edu	Video Game		Nintendo	Game card
5699	Spite & Malice (2-5 players)	Lightly Used	"Also known as ""Cat & Mouse"", this is a competitive patience/solitaire game for two or more players that uses two decks, and is better known to most people under its commercially produced variation, Skip-Bo"	usr766@gt.edu	Playing Card Game			
5700	Techniconica 	Heavily Used	Stephen Bailey   	usr766@gt.edu	Collectible Card Game	415		
5701	Ganbare Goemon: Neo Momoyama Bakufu no OdoriJP	Moderately Used	KCEO   Konami	usr766@gt.edu	Video Game		Nintendo	Cartridge
5702	MindJack	Moderately Used	Third-person Shooter   feelplus	usr766@gt.edu	Video Game		Xbox	Optical disc
5703	StarCraft: Brood War	Like New	Blizzard Entertainment Saffire   Blizzard Entertainment	usr767@gt.edu	Computer Game		Windows	
5704	Battleground 3: Waterloo	Moderately Used	TalonSoft	usr767@gt.edu	Computer Game		Windows	
5705	Jikkyou Powerful Pro Yakyuu 2010	Lightly Used	Konami   July 15, 2010	usr767@gt.edu	Video Game		PlayStation	Optical disc
5706	Mario Tennis 64JP	Lightly Used	Camelot   Nintendo	usr767@gt.edu	Video Game		Nintendo	Optical disc
5707	Brothers in Arms: Hell's Highway	Moderately Used		usr767@gt.edu	Computer Game		Windows	
5708	Cheat (3-13 players)	Lightly Used	"Also called ""I Doubt It"" or ""Bullsh**"", this is a game many children have played"	usr767@gt.edu	Playing Card Game			
5709	Dark Age	Damaged/Missing parts		usr767@gt.edu	Collectible Card Game	110		
5710	Kabal	Damaged/Missing parts	MultiSim   	usr768@gt.edu	Collectible Card Game	13		
5711	Majin and the Forsaken Kingdom	Heavily Used	Action-adventure, Puzzle, Platformer   Game Republic	usr768@gt.edu	Video Game		Xbox	Game card
5712	Age of Mythology	Damaged/Missing parts	Ensemble Studios   Microsoft Game Studios, MacSoft	usr768@gt.edu	Computer Game		Windows	
5713	Battleground 9: Chickamauga	Lightly Used	TalonSoft	usr768@gt.edu	Computer Game		Windows	
5714	Addiction Pinball	Unopened	Team17   MicroProse	usr769@gt.edu	Computer Game		macOS	
5715	"Guardians	"	Unopened	FPG Inc.   	usr769@gt.edu	Collectible Card Game	140		
5716	J-Stars Victory Vs+	Heavily Used		usr769@gt.edu	Video Game		PlayStation	Optical disc
5717	World of Warcraft: The Burning Crusade	Heavily Used		usr769@gt.edu	Computer Game		macOS	
5718	Ogre Battle 64: Person of Lordly Caliber	Lightly Used	Quest Corporation   Atlus USANA	usr769@gt.edu	Video Game		Nintendo	Cartridge
5719	Le Truc (2 players)	Heavily Used	This out-of-the-ordinary betting/bluffing/trick-taking game is a 19th century French game using a 32 card deck, and was especially popularized after inclusion in Sid Sackson's Gamut of Games	usr769@gt.edu	Playing Card Game			
5720	Baseball 3010	Unopened	by ImagiNation Sports LLC.   	usr769@gt.edu	Collectible Card Game	85		
5721	A Demon's Game: Episode 1	Damaged/Missing parts	RP Studios	usr769@gt.edu	Computer Game		macOS	
5722	Juju	Heavily Used	Flying Wild Hog   Unreleased	usr769@gt.edu	Video Game		PlayStation	Cartridge
5723	"Warlords	"	Heavily Used	Iron Crown Enterprises   	usr770@gt.edu	Collectible Card Game	234		
5724	Edris A Jin	Lightly Used	Syria and Lebanon  	usr770@gt.edu	Board Game			
5725	Marvel Puzzle Quest: Dark Reign	Lightly Used	Puzzle & Trivia   WayForward Technologies	usr770@gt.edu	Video Game		Xbox	Game card
5726	Devacurse Trading Card Game 	Like New	Gandharvas Studio   	usr770@gt.edu	Collectible Card Game	291		
5727	Timestream: The Remnant	Unopened	Cahaba Productions Inc.   	usr770@gt.edu	Collectible Card Game	526		
5728	Matt Hazard: Blood Bath and Beyond	Moderately Used	Action & Adventure   Vicious Cycle Software	usr770@gt.edu	Video Game		Xbox	Game card
5729	Avalon Hill	Like New		usr770@gt.edu	Board Game			
5730	Marlow Briggs and the Mask of Death	Lightly Used		usr771@gt.edu	Video Game		Xbox	Cartridge
5731	Sonic & Knuckles Collection	Damaged/Missing parts	Sega PC   Sega	usr771@gt.edu	Computer Game		Linux	
5732	Weekly Shonen Sunday VS Weekly Shonen Magazine 	Like New	Bushiroad   	usr771@gt.edu	Collectible Card Game	583		
5733	Big Two (4 players)	Lightly Used	Best with four players (although variants for 2-3 players exist), this along with President (which appears earlier on this list) represents one of the more accessible and well-known climbing games	usr771@gt.edu	Playing Card Game			
5734	Anno 1503	Heavily Used	Max Design   Sunflowers	usr771@gt.edu	Computer Game		Linux	
5735	24: Trading Card Game	Lightly Used	deck of 24 cards made from characters and events from the television show   	usr771@gt.edu	Collectible Card Game	101		
5736	Wheels of Aurelia	Damaged/Missing parts	Santa Ragione S.r.l.	usr771@gt.edu	Computer Game		Windows	
5737	Jetpack Joyride	Moderately Used		usr771@gt.edu	Video Game		PlayStation	Optical disc
5738	Emily Wants to Play	Damaged/Missing parts	Shawn Hitchcock   SKH Apps	usr771@gt.edu	Computer Game		macOS	
5739	Paperboy	Unopened		usr772@gt.edu	Video Game		Nintendo	Game card
5740	"Highlander: The Card Game	"	Like New		usr772@gt.edu	Collectible Card Game	214		
5741	Bratz Fashion Party Fever Game	Damaged/Missing parts		usr772@gt.edu	Collectible Card Game	228		
5742	Majin and the Forsaken Kingdom	Damaged/Missing parts		usr772@gt.edu	Video Game		Xbox	Game card
5743	Wasteland 2	Like New		usr772@gt.edu	Computer Game		Windows	
5744	John Carpenter's Psychopath	Moderately Used	Titan Productions   	usr772@gt.edu	Video Game		PlayStation	Cartridge
5745	Mission Impossible	Heavily Used	Ocean Software   	usr772@gt.edu	Video Game		Nintendo	Cartridge
5746	Age of Wonders	Like New	Triumph Studios   Gathering of Developers	usr772@gt.edu	Computer Game		Windows	
5747	Monster High: New Ghoul in School	Lightly Used	Adventure   Little Orbit	usr772@gt.edu	Video Game		Xbox	Optical disc
5748	Donkey Kong card game	Like New	Nintendo   	usr772@gt.edu	Collectible Card Game	142		
5749	Fullmetal Alchemist: Alchemic Card Battle TCG 	Heavily Used	Bandai   	usr772@gt.edu	Collectible Card Game	412		
5750	Pixel Piracy	Unopened		usr772@gt.edu	Computer Game		Linux	
5751	NBA Hangtime	Heavily Used	Midway Games   Midway Home EntertainmentNA	usr773@gt.edu	Video Game		Nintendo	Game card
5752	Europa Universalis IV	Moderately Used	Paradox Development Studio   Paradox Interactive	usr773@gt.edu	Computer Game		Windows	
5753	C-23 	Moderately Used	Wizards of the Coast   	usr773@gt.edu	Collectible Card Game	733		
5754	Might & Magic: Duel of Champions - Forgotten Wars	Like New	Strategy & Simulation   Ubisoft	usr773@gt.edu	Video Game		Xbox	Game card
5755	Mega Man 10	Lightly Used	Action & Adventure   Inti Creates/Capcom	usr774@gt.edu	Video Game		Xbox	Optical disc
5756	City of Heroes Collectible Card Game	Like New	AEG   	usr774@gt.edu	Collectible Card Game	663		
5757	Madagascar: Escape 2 Africa	Moderately Used		usr774@gt.edu	Video Game		Xbox	Optical disc
5758	Magic: The Gathering 2015	Unopened	Card & Board   Stainless Games	usr774@gt.edu	Video Game		Xbox	Optical disc
5759	Yuke-Yuke!! Trouble MakersJP	Unopened	Treasure   EnixJP	usr774@gt.edu	Video Game		Nintendo	Game card
5760	Monkey Island 2: LeChuck's Revenge	Moderately Used	Classics   LucasArts	usr774@gt.edu	Video Game		Xbox	Game card
5761	"Kaijudo	"	Moderately Used	Wizards of the Coast   	usr774@gt.edu	Collectible Card Game	512		
5762	Postal III	Like New	Running with Scissors   Akella	usr774@gt.edu	Computer Game		macOS	
5763	Joysound Dive (app)	Like New	Xing Inc.   November 24, 2011	usr775@gt.edu	Video Game		PlayStation	Optical disc
5764	Mirror's Edge	Lightly Used	Action-adventure, Platform,   Digital Illusions CE	usr775@gt.edu	Video Game		Xbox	Game card
5765	Major League Baseball 2K9	Like New	Sports   Visual Concepts	usr775@gt.edu	Video Game		Xbox	Game card
5766	Missile Command	Heavily Used	Classics   Stainless Games/Atari	usr776@gt.edu	Video Game		Xbox	Optical disc
5767	AGON	Moderately Used	Private Moon Studios	usr776@gt.edu	Computer Game		Windows	
5768	Marvel vs. Capcom 3: Fate of Two Worlds	Unopened	Fighting   Capcom	usr776@gt.edu	Video Game		Xbox	Game card
5769	Midway GamesPAL	Heavily Used	Action/Arcade   1999-10-31NA	usr776@gt.edu	Video Game		Nintendo	Optical disc
5770	Elementeo	Heavily Used	Alchemist Empire   	usr776@gt.edu	Collectible Card Game	687		
5771	Knights and Merchants: The Shattered Kingdom	Moderately Used	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr776@gt.edu	Computer Game		macOS	
5772	uDraw Marvel Super Hero Squad: Comic Combat	Heavily Used	Fighting   Griptonite Games	usr776@gt.edu	Video Game		Xbox	Optical disc
5773	Ace Combat 7: Skies Unknown	Like New	Bandai Namco Studios   Bandai Namco Entertainment	usr776@gt.edu	Computer Game		Linux	
5774	Wargame: Red Dragon	Unopened	Eugen Systems   Focus Home Interactive	usr776@gt.edu	Computer Game		macOS	
5775	Journey Collector's Edition	Heavily Used		usr776@gt.edu	Video Game		PlayStation	Optical disc
5776	Knights and Merchants: The Shattered Kingdom	Damaged/Missing parts	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr776@gt.edu	Computer Game		macOS	
5777	S.T.A.L.K.E.R.: Clear Sky	Lightly Used	GSC Game World   Deep Silver	usr776@gt.edu	Computer Game		Windows	
5778	Adventure at the Chateau d'Or	Like New	Karma Labs	usr777@gt.edu	Computer Game		Windows	
5779	Arcadia Tribe	Moderately Used	published by Kadokawa   	usr777@gt.edu	Collectible Card Game	523		
5780	Just Dance Kids	Heavily Used	Land Ho!   	usr777@gt.edu	Video Game		PlayStation	Cartridge
5781	Wargame: European Escalation	Heavily Used	Eugen Systems   Focus Home Interactive	usr777@gt.edu	Computer Game		Windows	
5782	Acre	Heavily Used		usr777@gt.edu	Board Game			
5783	THQNA/PAL	Moderately Used		usr777@gt.edu	Video Game		Nintendo	Cartridge
5784	Gin Rummy (2 players)	Damaged/Missing parts	"Derived from Rummy (see earlier on this list), Gin Rummy is a ""knocking game"" that differs from Rummy in that melds are kept in hand until the end of a deal"	usr777@gt.edu	Playing Card Game			
5785	Vandaria Arkana 	Damaged/Missing parts	Vandaria   	usr777@gt.edu	Collectible Card Game	709		
5786	World of Warcraft: Warlords of Draenor	Lightly Used		usr777@gt.edu	Computer Game		Windows	
5787	Battlefield 3	Lightly Used	EA Digital Illusions CE   Sega, Electronic Arts	usr777@gt.edu	Computer Game		Windows	
5788	ParaWorld	Like New	SEK   Sunflowers	usr777@gt.edu	Computer Game		Windows	
5789	Pillars of Eternity	Like New	Obsidian Entertainment   Paradox Interactive	usr778@gt.edu	Computer Game		Windows	
5790	Blades of Time	Heavily Used	Gaijin Entertainment	usr778@gt.edu	Computer Game		macOS	
5791	Sleeping Dogs	Heavily Used	United Front Games   Square Enix	usr778@gt.edu	Computer Game		macOS	
5792	The Elder Scrolls Adventures: Redguard	Unopened	Bethesda Softworks	usr778@gt.edu	Computer Game		Windows	
5793	Veto! 	Lightly Used	Krakowska Grupa Kreatywna   	usr778@gt.edu	Collectible Card Game	401		
5794	Assassin's Creed Rogue	Like New	Ubisoft Montreal   Ubisoft	usr778@gt.edu	Computer Game		Windows	
5795	GMT Games	Unopened	2008  	usr779@gt.edu	Board Game			
5796	Hero Attax 	Moderately Used		usr779@gt.edu	Collectible Card Game	249		
5797	Eye of the Beholder III: Assault on Myth Drannor	Moderately Used	Strategic Simulations, Inc.	usr779@gt.edu	Computer Game		Windows	
5798	RockMan Dash: Hagane no BoukenshinJP	Lightly Used	Capcom Production Studio 2   Capcom	usr779@gt.edu	Video Game		Nintendo	Optical disc
5799	Madden NFL Arcade	Moderately Used	Sports & Recreation   EA Tiburon	usr779@gt.edu	Video Game		Xbox	Game card
5800	Ad Verbum	Moderately Used	Nick Montfort	usr779@gt.edu	Computer Game		macOS	
5801	Micro Machines 64 Turbo	Like New	Codemasters   Midway Home EntertainmentNA	usr779@gt.edu	Video Game		Nintendo	Game card
5802	Saints Row: The Third	Heavily Used	Volition   THQ	usr779@gt.edu	Computer Game		Windows	
5803	Penumbra: Overture	Heavily Used	Frictional Games	usr779@gt.edu	Computer Game		Windows	
5804	Michael Jackson: The Experience	Lightly Used	   Ubisoft Montreal	usr779@gt.edu	Video Game		Xbox	Cartridge
5805	Penumbra: Black Plague	Lightly Used		usr780@gt.edu	Computer Game		macOS	
5806	The Peloponnesian War	Heavily Used	Victory Games  1991	usr780@gt.edu	Board Game			
5807	Echelons of Fire	Unopened	Medallion Simulations   	usr780@gt.edu	Collectible Card Game	542		
5808	NFL QB Club 2001	Unopened	High Voltage Software   Acclaim Sports	usr780@gt.edu	Video Game		Nintendo	Game card
5809	PlanetSide 2	Lightly Used	Sony Online Entertainment	usr780@gt.edu	Computer Game		Windows	
5810	Chandragupta	Heavily Used	GMT Games  2008	usr780@gt.edu	Board Game			
5811	Nertz (2-6 players)	Like New	"Also known as ""Racing Demon"" or ""Pounce"", Nertz is a competitive multi-player solitaire that is played in real time"	usr780@gt.edu	Playing Card Game			
5812	A Girls Fabric Face	Heavily Used		usr780@gt.edu	Computer Game		macOS	
5813	Cricket Attax	Like New	Topps   	usr780@gt.edu	Collectible Card Game	278		
5814	Air Conflicts: Vietnam	Like New	Games Farm   bitComposer	usr780@gt.edu	Computer Game		Windows	
5815	Aeroplane Chess	Damaged/Missing parts	China  Single six-sided die	usr780@gt.edu	Board Game			
5816	Pax Romana	Heavily Used	GMT Games  2006	usr781@gt.edu	Board Game			
5817	Saints Row IV	Lightly Used		usr781@gt.edu	Computer Game		macOS	
5818	Mars: War Logs	Like New	Role Playing   Spiders	usr781@gt.edu	Video Game		Xbox	Cartridge
5819	Mario Party 3	Like New	Hudson Soft   Nintendo	usr781@gt.edu	Video Game		Nintendo	Optical disc
5820	Advent Rising	Unopened	GlyphX Games   Majesco Entertainment	usr781@gt.edu	Computer Game		Windows	
5821	Mass Effect	Lightly Used	Action RPG   BioWare	usr781@gt.edu	Video Game		Xbox	Cartridge
5822	NHL Breakaway 98	Heavily Used	Iguana Entertainment   Acclaim Sports	usr781@gt.edu	Video Game		Nintendo	Game card
5823	Hero Attax 	Unopened	Topps   	usr781@gt.edu	Collectible Card Game	249		
5824	The Dragon's Wrath 	Unopened		usr781@gt.edu	Collectible Card Game	339		
5825	"World of Warcraft Trading Card Game	"	Damaged/Missing parts	Upper Deck/Cryptozoic Entertainment   	usr782@gt.edu	Collectible Card Game	575		
5826	Pitch (4 players)	Lightly Used	Derived from the old English game All Fours, this game has especially been popular in parts of the USA, and there are many variations	usr782@gt.edu	Playing Card Game			
5827	Power Rangers Lightspeed Rescue	Heavily Used	Mass Media Games   THQ	usr782@gt.edu	Video Game		Nintendo	Game card
5828	Coppit	Unopened		usr782@gt.edu	Board Game			
5829	The Conquerors	Like New	Simulations Publications, Inc.  1977	usr782@gt.edu	Board Game			
5830	Major League Baseball 2K12	Damaged/Missing parts	Sports   Visual Concepts	usr782@gt.edu	Video Game		Xbox	Optical disc
5831	The Sword of Rome	Like New	GMT Games  2004	usr782@gt.edu	Board Game			
5832	Kimble	Unopened	"Finland  Two standard dice within a clear plastic ""pop-o-matic"" dome in the center of the board."	usr782@gt.edu	Board Game			
5833	Borderlands 3	Lightly Used	Gearbox Software   2K Games	usr782@gt.edu	Computer Game		Linux	
5834	Monaco: What's Yours Is Mine	Moderately Used		usr783@gt.edu	Video Game		Xbox	Optical disc
5835	War of the Lance	Moderately Used	Strategic Simulations, Inc.	usr783@gt.edu	Computer Game		macOS	
5836	Parques	Unopened	Colombia  Two six-sided dice	usr783@gt.edu	Board Game			
5837	GT InteractivePAL	Damaged/Missing parts	Racing/Automobile   1998-06NA	usr783@gt.edu	Video Game		Nintendo	Game card
5838	Illuminati: New World Order	Lightly Used	Steve Jackson Games   	usr784@gt.edu	Collectible Card Game	408		
5839	Wizards of Mickey 	Heavily Used	New Media Publishing   	usr784@gt.edu	Collectible Card Game	641		
5840	Wars of the Past 	Lightly Used	Finople Games/Finople Games   	usr784@gt.edu	Collectible Card Game	112		
5841	Epic Battle Fantasy 3	Heavily Used	Matt Roszak   Kupo Games	usr784@gt.edu	Computer Game		Windows	
5842	Maji-Ten: Maji de Tenshi o Tsukutte Mita	Damaged/Missing parts		usr784@gt.edu	Video Game		Xbox	Optical disc
5843	Shogun: Total War	Unopened	The Creative Assembly   Electronic Arts, Sega, Sold-Out Software	usr784@gt.edu	Computer Game		Windows	
5844	Dark Force	Like New	Schmidt Spiele   	usr785@gt.edu	Collectible Card Game	460		
5845	Mass Effect 3	Like New	Action RPG   BioWare	usr785@gt.edu	Video Game		Xbox	Cartridge
5846	Kane & Lynch 2: Dog Days	Moderately Used	IO Interactive   	usr785@gt.edu	Video Game		PlayStation	Game card
5847	Major League Baseball 2K10	Moderately Used	Sports   Visual Concepts	usr785@gt.edu	Video Game		Xbox	Cartridge
5848	BioShock Infinite	Like New	Irrational Games   2K Games	usr785@gt.edu	Computer Game		Windows	
5849	24: Trading Card Game	Damaged/Missing parts		usr785@gt.edu	Collectible Card Game	101		
5850	Bible Battles Trading Card Game 	Moderately Used	Bible Battles Trading Card Game LLC   	usr785@gt.edu	Collectible Card Game	718		
5851	Teenage Mutant Ninja Turtles Trading Card Game 	Like New	Upper Deck   	usr785@gt.edu	Collectible Card Game	286		
5852	Bridge Project	Unopened	Halycon Media GmbH & Co. KG   BitComposer Games	usr785@gt.edu	Computer Game		Windows	
5853	Ben 10	Heavily Used	Bandai   	usr786@gt.edu	Collectible Card Game	364		
5854	Metal Gear Rising: Revengeance	Damaged/Missing parts		usr786@gt.edu	Video Game		Xbox	Cartridge
5855	Madden NFL 08	Moderately Used	Sports   EA Tiburon	usr786@gt.edu	Video Game		Xbox	Game card
5856	Monday Night Combat	Damaged/Missing parts	Shooter   Uber Entertainment	usr786@gt.edu	Video Game		Xbox	Cartridge
5857	Spore	Like New	Maxis   Electronic Arts	usr786@gt.edu	Computer Game		Windows	
5858	State of Decay	Moderately Used	Undead Labs   Microsoft Studios	usr787@gt.edu	Computer Game		Windows	
5859	Sorry! (game)	Moderately Used	England  Cards drawn from a game-specific deck.	usr787@gt.edu	Board Game			
5860	MIB: Alien Crisis	Damaged/Missing parts	Action-adventure   Fun Labs	usr787@gt.edu	Video Game		Xbox	Game card
5861	Payday 2	Unopened		usr787@gt.edu	Computer Game		Linux	
5862	Jeu des petits chevaux	Heavily Used	France  Single six-sided die	usr788@gt.edu	Board Game			
5863	German Whist (2 players)	Unopened	An excellent Whist style game for two players. Each player has a hand of 13 cards, and the first phase involves each person playing a card in order to compete for the face up card from the top of the stock (the very first card shown is the trump suit); the winner gets that card, the loser gets the next face-down card	usr788@gt.edu	Playing Card Game			
5864	Pools of Darkness	Lightly Used	Strategic Simulations, Inc., MicroMagic, Inc., Marionette (PC9800)   Strategic Simulations, Inc., Pony Canyon (PC9800)	usr788@gt.edu	Computer Game		macOS	
