proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id
5106,5729,usr688@gt.edu,usr770@gt.edu,2022-05-23,2022-06-01,accepted,proposer_emailusr688@gt.educounterparty_emailusr770@gt.eduproposer_item_no5106counterparty_item_no5729
5108,6858,usr688@gt.edu,usr927@gt.edu,2022-04-20,2022-05-19,accepted,proposer_emailusr688@gt.educounterparty_emailusr927@gt.eduproposer_item_no5108counterparty_item_no6858
5110,7261,usr688@gt.edu,usr980@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr688@gt.educounterparty_emailusr980@gt.eduproposer_item_no5110counterparty_item_no7261
5111,1770,usr688@gt.edu,usr237@gt.edu,2022-05-24,2022-06-14,rejected,proposer_emailusr688@gt.educounterparty_emailusr237@gt.eduproposer_item_no5111counterparty_item_no1770
5111,6386,usr688@gt.edu,usr859@gt.edu,2022-04-29,2022-05-13,rejected,proposer_emailusr688@gt.educounterparty_emailusr859@gt.eduproposer_item_no5111counterparty_item_no6386
5113,6626,usr688@gt.edu,usr894@gt.edu,2022-05-04,2022-05-05,accepted,proposer_emailusr688@gt.educounterparty_emailusr894@gt.eduproposer_item_no5113counterparty_item_no6626
5113,7281,usr688@gt.edu,usr981@gt.edu,2022-04-15,2022-04-18,rejected,proposer_emailusr688@gt.educounterparty_emailusr981@gt.eduproposer_item_no5113counterparty_item_no7281
5115,2067,usr688@gt.edu,usr276@gt.edu,2022-04-19,2022-04-22,accepted,proposer_emailusr688@gt.educounterparty_emailusr276@gt.eduproposer_item_no5115counterparty_item_no2067
5117,6594,usr689@gt.edu,usr889@gt.edu,2022-04-20,2022-05-26,accepted,proposer_emailusr689@gt.educounterparty_emailusr889@gt.eduproposer_item_no5117counterparty_item_no6594
5119,4420,usr690@gt.edu,usr599@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr690@gt.educounterparty_emailusr599@gt.eduproposer_item_no5119counterparty_item_no4420
5119,4795,usr690@gt.edu,usr648@gt.edu,2022-04-25,2022-05-09,rejected,proposer_emailusr690@gt.educounterparty_emailusr648@gt.eduproposer_item_no5119counterparty_item_no4795
5120,5482,usr690@gt.edu,usr739@gt.edu,2022-04-27,2022-05-13,accepted,proposer_emailusr690@gt.educounterparty_emailusr739@gt.eduproposer_item_no5120counterparty_item_no5482
5121,6472,usr690@gt.edu,usr873@gt.edu,2022-04-18,2022-05-03,accepted,proposer_emailusr690@gt.educounterparty_emailusr873@gt.eduproposer_item_no5121counterparty_item_no6472
5123,1223,usr691@gt.edu,usr165@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr691@gt.educounterparty_emailusr165@gt.eduproposer_item_no5123counterparty_item_no1223
5125,1681,usr691@gt.edu,usr222@gt.edu,2022-05-06,NULL,unaccepted,proposer_emailusr691@gt.educounterparty_emailusr222@gt.eduproposer_item_no5125counterparty_item_no1681
5126,928,usr691@gt.edu,usr124@gt.edu,2022-04-15,2022-04-19,rejected,proposer_emailusr691@gt.educounterparty_emailusr124@gt.eduproposer_item_no5126counterparty_item_no928
5127,4640,usr691@gt.edu,usr628@gt.edu,2022-05-17,2022-05-23,accepted,proposer_emailusr691@gt.educounterparty_emailusr628@gt.eduproposer_item_no5127counterparty_item_no4640
5134,7066,usr692@gt.edu,usr951@gt.edu,2022-06-06,2022-06-08,rejected,proposer_emailusr692@gt.educounterparty_emailusr951@gt.eduproposer_item_no5134counterparty_item_no7066
5134,7179,usr692@gt.edu,usr967@gt.edu,2022-04-15,2022-05-30,rejected,proposer_emailusr692@gt.educounterparty_emailusr967@gt.eduproposer_item_no5134counterparty_item_no7179
5137,6510,usr692@gt.edu,usr877@gt.edu,2022-05-11,NULL,unaccepted,proposer_emailusr692@gt.educounterparty_emailusr877@gt.eduproposer_item_no5137counterparty_item_no6510
5140,2502,usr692@gt.edu,usr338@gt.edu,2022-05-06,NULL,unaccepted,proposer_emailusr692@gt.educounterparty_emailusr338@gt.eduproposer_item_no5140counterparty_item_no2502
5142,3658,usr693@gt.edu,usr497@gt.edu,2022-05-23,2022-06-01,accepted,proposer_emailusr693@gt.educounterparty_emailusr497@gt.eduproposer_item_no5142counterparty_item_no3658
5143,1869,usr693@gt.edu,usr249@gt.edu,2022-04-20,2022-04-27,accepted,proposer_emailusr693@gt.educounterparty_emailusr249@gt.eduproposer_item_no5143counterparty_item_no1869
5144,3824,usr693@gt.edu,usr517@gt.edu,2022-04-15,2022-04-18,accepted,proposer_emailusr693@gt.educounterparty_emailusr517@gt.eduproposer_item_no5144counterparty_item_no3824
5146,3114,usr693@gt.edu,usr414@gt.edu,2022-04-21,2022-05-02,rejected,proposer_emailusr693@gt.educounterparty_emailusr414@gt.eduproposer_item_no5146counterparty_item_no3114
5146,7264,usr693@gt.edu,usr980@gt.edu,2022-05-18,2022-05-26,accepted,proposer_emailusr693@gt.educounterparty_emailusr980@gt.eduproposer_item_no5146counterparty_item_no7264
5147,2864,usr693@gt.edu,usr385@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr693@gt.educounterparty_emailusr385@gt.eduproposer_item_no5147counterparty_item_no2864
5148,484,usr694@gt.edu,usr066@gt.edu,2022-04-15,2022-04-21,rejected,proposer_emailusr694@gt.educounterparty_emailusr066@gt.eduproposer_item_no5148counterparty_item_no484
5148,4616,usr694@gt.edu,usr625@gt.edu,2022-04-26,NULL,unaccepted,proposer_emailusr694@gt.educounterparty_emailusr625@gt.eduproposer_item_no5148counterparty_item_no4616
5150,2231,usr694@gt.edu,usr300@gt.edu,2022-05-19,2022-05-27,accepted,proposer_emailusr694@gt.educounterparty_emailusr300@gt.eduproposer_item_no5150counterparty_item_no2231
5152,1068,usr695@gt.edu,usr145@gt.edu,2022-04-29,2022-05-19,rejected,proposer_emailusr695@gt.educounterparty_emailusr145@gt.eduproposer_item_no5152counterparty_item_no1068
5153,2098,usr695@gt.edu,usr281@gt.edu,2022-04-15,2022-05-20,accepted,proposer_emailusr695@gt.educounterparty_emailusr281@gt.eduproposer_item_no5153counterparty_item_no2098
5154,831,usr695@gt.edu,usr109@gt.edu,2022-04-25,2022-04-26,rejected,proposer_emailusr695@gt.educounterparty_emailusr109@gt.eduproposer_item_no5154counterparty_item_no831
5154,5491,usr695@gt.edu,usr740@gt.edu,2022-05-02,2022-05-20,accepted,proposer_emailusr695@gt.educounterparty_emailusr740@gt.eduproposer_item_no5154counterparty_item_no5491
5155,4120,usr695@gt.edu,usr556@gt.edu,2022-04-19,2022-04-20,accepted,proposer_emailusr695@gt.educounterparty_emailusr556@gt.eduproposer_item_no5155counterparty_item_no4120
5156,2165,usr695@gt.edu,usr290@gt.edu,2022-04-20,2022-05-17,accepted,proposer_emailusr695@gt.educounterparty_emailusr290@gt.eduproposer_item_no5156counterparty_item_no2165
5158,5847,usr696@gt.edu,usr785@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr696@gt.educounterparty_emailusr785@gt.eduproposer_item_no5158counterparty_item_no5847
5160,5432,usr696@gt.edu,usr733@gt.edu,2022-05-06,2022-05-24,accepted,proposer_emailusr696@gt.educounterparty_emailusr733@gt.eduproposer_item_no5160counterparty_item_no5432
5161,1060,usr696@gt.edu,usr144@gt.edu,2022-04-29,2022-05-04,rejected,proposer_emailusr696@gt.educounterparty_emailusr144@gt.eduproposer_item_no5161counterparty_item_no1060
5162,1674,usr696@gt.edu,usr221@gt.edu,2022-04-15,2022-04-22,accepted,proposer_emailusr696@gt.educounterparty_emailusr221@gt.eduproposer_item_no5162counterparty_item_no1674
5164,1709,usr697@gt.edu,usr227@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr697@gt.educounterparty_emailusr227@gt.eduproposer_item_no5164counterparty_item_no1709
5166,3179,usr697@gt.edu,usr426@gt.edu,2022-04-28,2022-05-19,accepted,proposer_emailusr697@gt.educounterparty_emailusr426@gt.eduproposer_item_no5166counterparty_item_no3179
5167,3903,usr698@gt.edu,usr527@gt.edu,2022-05-02,2022-06-10,accepted,proposer_emailusr698@gt.educounterparty_emailusr527@gt.eduproposer_item_no5167counterparty_item_no3903
5170,5348,usr698@gt.edu,usr723@gt.edu,2022-04-15,2022-06-03,accepted,proposer_emailusr698@gt.educounterparty_emailusr723@gt.eduproposer_item_no5170counterparty_item_no5348
5171,1288,usr698@gt.edu,usr175@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr698@gt.educounterparty_emailusr175@gt.eduproposer_item_no5171counterparty_item_no1288
5173,487,usr698@gt.edu,usr066@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr698@gt.educounterparty_emailusr066@gt.eduproposer_item_no5173counterparty_item_no487
5174,7262,usr698@gt.edu,usr980@gt.edu,2022-04-25,2022-05-27,accepted,proposer_emailusr698@gt.educounterparty_emailusr980@gt.eduproposer_item_no5174counterparty_item_no7262
5175,5272,usr699@gt.edu,usr712@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr699@gt.educounterparty_emailusr712@gt.eduproposer_item_no5175counterparty_item_no5272
5179,3428,usr700@gt.edu,usr463@gt.edu,2022-05-04,2022-06-13,rejected,proposer_emailusr700@gt.educounterparty_emailusr463@gt.eduproposer_item_no5179counterparty_item_no3428
5181,1225,usr700@gt.edu,usr165@gt.edu,2022-04-15,2022-05-18,rejected,proposer_emailusr700@gt.educounterparty_emailusr165@gt.eduproposer_item_no5181counterparty_item_no1225
5182,4992,usr700@gt.edu,usr674@gt.edu,2022-04-22,2022-04-29,rejected,proposer_emailusr700@gt.educounterparty_emailusr674@gt.eduproposer_item_no5182counterparty_item_no4992
5183,5357,usr700@gt.edu,usr724@gt.edu,2022-04-29,2022-05-13,accepted,proposer_emailusr700@gt.educounterparty_emailusr724@gt.eduproposer_item_no5183counterparty_item_no5357
5185,4897,usr701@gt.edu,usr660@gt.edu,2022-04-20,2022-05-20,accepted,proposer_emailusr701@gt.educounterparty_emailusr660@gt.eduproposer_item_no5185counterparty_item_no4897
5186,22,usr701@gt.edu,usr005@gt.edu,2022-04-29,2022-06-06,accepted,proposer_emailusr701@gt.educounterparty_emailusr005@gt.eduproposer_item_no5186counterparty_item_no22
5187,2961,usr701@gt.edu,usr396@gt.edu,2022-04-19,2022-05-17,accepted,proposer_emailusr701@gt.educounterparty_emailusr396@gt.eduproposer_item_no5187counterparty_item_no2961
5188,218,usr701@gt.edu,usr031@gt.edu,2022-04-15,2022-04-26,accepted,proposer_emailusr701@gt.educounterparty_emailusr031@gt.eduproposer_item_no5188counterparty_item_no218
5189,4433,usr702@gt.edu,usr601@gt.edu,2022-04-21,2022-05-16,rejected,proposer_emailusr702@gt.educounterparty_emailusr601@gt.eduproposer_item_no5189counterparty_item_no4433
5194,7106,usr702@gt.edu,usr958@gt.edu,2022-05-05,2022-05-10,accepted,proposer_emailusr702@gt.educounterparty_emailusr958@gt.eduproposer_item_no5194counterparty_item_no7106
5195,2325,usr702@gt.edu,usr314@gt.edu,2022-04-28,2022-05-13,accepted,proposer_emailusr702@gt.educounterparty_emailusr314@gt.eduproposer_item_no5195counterparty_item_no2325
5197,1714,usr703@gt.edu,usr228@gt.edu,2022-04-22,2022-04-27,accepted,proposer_emailusr703@gt.educounterparty_emailusr228@gt.eduproposer_item_no5197counterparty_item_no1714
5197,5353,usr703@gt.edu,usr723@gt.edu,2022-04-19,2022-04-21,rejected,proposer_emailusr703@gt.educounterparty_emailusr723@gt.eduproposer_item_no5197counterparty_item_no5353
5199,1656,usr703@gt.edu,usr219@gt.edu,2022-04-21,2022-06-10,rejected,proposer_emailusr703@gt.educounterparty_emailusr219@gt.eduproposer_item_no5199counterparty_item_no1656
5200,5125,usr703@gt.edu,usr691@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr703@gt.educounterparty_emailusr691@gt.eduproposer_item_no5200counterparty_item_no5125
5201,2050,usr704@gt.edu,usr274@gt.edu,2022-04-18,2022-05-05,accepted,proposer_emailusr704@gt.educounterparty_emailusr274@gt.eduproposer_item_no5201counterparty_item_no2050
5202,1889,usr704@gt.edu,usr253@gt.edu,2022-04-21,2022-05-16,accepted,proposer_emailusr704@gt.educounterparty_emailusr253@gt.eduproposer_item_no5202counterparty_item_no1889
5203,6985,usr704@gt.edu,usr942@gt.edu,2022-04-19,2022-04-22,accepted,proposer_emailusr704@gt.educounterparty_emailusr942@gt.eduproposer_item_no5203counterparty_item_no6985
5204,4263,usr704@gt.edu,usr576@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr704@gt.educounterparty_emailusr576@gt.eduproposer_item_no5204counterparty_item_no4263
5206,153,usr705@gt.edu,usr023@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr705@gt.educounterparty_emailusr023@gt.eduproposer_item_no5206counterparty_item_no153
5207,6939,usr705@gt.edu,usr936@gt.edu,2022-04-28,2022-05-06,rejected,proposer_emailusr705@gt.educounterparty_emailusr936@gt.eduproposer_item_no5207counterparty_item_no6939
5209,2268,usr705@gt.edu,usr306@gt.edu,2022-04-27,2022-04-28,accepted,proposer_emailusr705@gt.educounterparty_emailusr306@gt.eduproposer_item_no5209counterparty_item_no2268
5210,1759,usr705@gt.edu,usr235@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr705@gt.educounterparty_emailusr235@gt.eduproposer_item_no5210counterparty_item_no1759
5210,2684,usr705@gt.edu,usr362@gt.edu,2022-04-21,2022-05-13,rejected,proposer_emailusr705@gt.educounterparty_emailusr362@gt.eduproposer_item_no5210counterparty_item_no2684
5217,2962,usr706@gt.edu,usr396@gt.edu,2022-04-22,2022-04-25,accepted,proposer_emailusr706@gt.educounterparty_emailusr396@gt.eduproposer_item_no5217counterparty_item_no2962
5218,2374,usr706@gt.edu,usr320@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr706@gt.educounterparty_emailusr320@gt.eduproposer_item_no5218counterparty_item_no2374
5219,7049,usr706@gt.edu,usr949@gt.edu,2022-04-21,2022-06-06,accepted,proposer_emailusr706@gt.educounterparty_emailusr949@gt.eduproposer_item_no5219counterparty_item_no7049
5225,4492,usr707@gt.edu,usr608@gt.edu,2022-05-12,NULL,unaccepted,proposer_emailusr707@gt.educounterparty_emailusr608@gt.eduproposer_item_no5225counterparty_item_no4492
5226,6070,usr707@gt.edu,usr815@gt.edu,2022-05-25,2022-05-31,rejected,proposer_emailusr707@gt.educounterparty_emailusr815@gt.eduproposer_item_no5226counterparty_item_no6070
5231,3863,usr708@gt.edu,usr522@gt.edu,2022-04-19,2022-04-27,accepted,proposer_emailusr708@gt.educounterparty_emailusr522@gt.eduproposer_item_no5231counterparty_item_no3863
5232,7304,usr708@gt.edu,usr985@gt.edu,2022-04-25,2022-06-02,accepted,proposer_emailusr708@gt.educounterparty_emailusr985@gt.eduproposer_item_no5232counterparty_item_no7304
5233,6947,usr708@gt.edu,usr938@gt.edu,2022-04-15,2022-04-21,accepted,proposer_emailusr708@gt.educounterparty_emailusr938@gt.eduproposer_item_no5233counterparty_item_no6947
5234,5026,usr708@gt.edu,usr678@gt.edu,2022-05-03,2022-06-14,accepted,proposer_emailusr708@gt.educounterparty_emailusr678@gt.eduproposer_item_no5234counterparty_item_no5026
5240,1091,usr708@gt.edu,usr147@gt.edu,2022-05-05,2022-05-26,accepted,proposer_emailusr708@gt.educounterparty_emailusr147@gt.eduproposer_item_no5240counterparty_item_no1091
5243,2963,usr709@gt.edu,usr396@gt.edu,2022-04-18,2022-05-02,accepted,proposer_emailusr709@gt.educounterparty_emailusr396@gt.eduproposer_item_no5243counterparty_item_no2963
5246,2592,usr709@gt.edu,usr351@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr709@gt.educounterparty_emailusr351@gt.eduproposer_item_no5246counterparty_item_no2592
5246,5575,usr709@gt.edu,usr750@gt.edu,2022-04-26,2022-05-10,rejected,proposer_emailusr709@gt.educounterparty_emailusr750@gt.eduproposer_item_no5246counterparty_item_no5575
5247,5280,usr709@gt.edu,usr713@gt.edu,2022-04-15,2022-05-05,rejected,proposer_emailusr709@gt.educounterparty_emailusr713@gt.eduproposer_item_no5247counterparty_item_no5280
5248,1218,usr709@gt.edu,usr164@gt.edu,2022-05-11,NULL,unaccepted,proposer_emailusr709@gt.educounterparty_emailusr164@gt.eduproposer_item_no5248counterparty_item_no1218
5249,4848,usr710@gt.edu,usr654@gt.edu,2022-04-15,2022-05-02,accepted,proposer_emailusr710@gt.educounterparty_emailusr654@gt.eduproposer_item_no5249counterparty_item_no4848
5250,339,usr710@gt.edu,usr048@gt.edu,2022-05-20,2022-06-06,accepted,proposer_emailusr710@gt.educounterparty_emailusr048@gt.eduproposer_item_no5250counterparty_item_no339
5251,1299,usr710@gt.edu,usr177@gt.edu,2022-04-18,2022-06-01,accepted,proposer_emailusr710@gt.educounterparty_emailusr177@gt.eduproposer_item_no5251counterparty_item_no1299
5252,3597,usr710@gt.edu,usr488@gt.edu,2022-05-04,2022-05-12,rejected,proposer_emailusr710@gt.educounterparty_emailusr488@gt.eduproposer_item_no5252counterparty_item_no3597
5254,3907,usr710@gt.edu,usr527@gt.edu,2022-05-17,NULL,unaccepted,proposer_emailusr710@gt.educounterparty_emailusr527@gt.eduproposer_item_no5254counterparty_item_no3907
5259,5949,usr711@gt.edu,usr800@gt.edu,2022-05-19,2022-06-01,rejected,proposer_emailusr711@gt.educounterparty_emailusr800@gt.eduproposer_item_no5259counterparty_item_no5949
5260,1608,usr711@gt.edu,usr214@gt.edu,2022-05-17,NULL,unaccepted,proposer_emailusr711@gt.educounterparty_emailusr214@gt.eduproposer_item_no5260counterparty_item_no1608
5262,1334,usr711@gt.edu,usr181@gt.edu,2022-04-18,2022-04-27,accepted,proposer_emailusr711@gt.educounterparty_emailusr181@gt.eduproposer_item_no5262counterparty_item_no1334
5264,5661,usr712@gt.edu,usr761@gt.edu,2022-04-19,2022-04-27,accepted,proposer_emailusr712@gt.educounterparty_emailusr761@gt.eduproposer_item_no5264counterparty_item_no5661
5267,3138,usr712@gt.edu,usr418@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr712@gt.educounterparty_emailusr418@gt.eduproposer_item_no5267counterparty_item_no3138
5273,2490,usr712@gt.edu,usr337@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr712@gt.educounterparty_emailusr337@gt.eduproposer_item_no5273counterparty_item_no2490
5277,496,usr713@gt.edu,usr067@gt.edu,2022-04-25,2022-05-05,accepted,proposer_emailusr713@gt.educounterparty_emailusr067@gt.eduproposer_item_no5277counterparty_item_no496
5279,1442,usr713@gt.edu,usr194@gt.edu,2022-04-18,2022-05-11,accepted,proposer_emailusr713@gt.educounterparty_emailusr194@gt.eduproposer_item_no5279counterparty_item_no1442
5281,1814,usr714@gt.edu,usr242@gt.edu,2022-04-15,2022-05-02,rejected,proposer_emailusr714@gt.educounterparty_emailusr242@gt.eduproposer_item_no5281counterparty_item_no1814
5282,1519,usr714@gt.edu,usr203@gt.edu,2022-05-13,2022-05-17,accepted,proposer_emailusr714@gt.educounterparty_emailusr203@gt.eduproposer_item_no5282counterparty_item_no1519
5284,4123,usr714@gt.edu,usr557@gt.edu,2022-04-21,2022-05-12,accepted,proposer_emailusr714@gt.educounterparty_emailusr557@gt.eduproposer_item_no5284counterparty_item_no4123
5291,626,usr715@gt.edu,usr085@gt.edu,2022-04-26,2022-05-03,accepted,proposer_emailusr715@gt.educounterparty_emailusr085@gt.eduproposer_item_no5291counterparty_item_no626
5291,4508,usr715@gt.edu,usr611@gt.edu,2022-04-19,2022-04-26,rejected,proposer_emailusr715@gt.educounterparty_emailusr611@gt.eduproposer_item_no5291counterparty_item_no4508
5295,4146,usr715@gt.edu,usr561@gt.edu,2022-05-13,2022-05-18,accepted,proposer_emailusr715@gt.educounterparty_emailusr561@gt.eduproposer_item_no5295counterparty_item_no4146
5299,1659,usr715@gt.edu,usr219@gt.edu,2022-04-29,2022-05-18,rejected,proposer_emailusr715@gt.educounterparty_emailusr219@gt.eduproposer_item_no5299counterparty_item_no1659
5301,4768,usr715@gt.edu,usr645@gt.edu,2022-04-28,2022-05-04,accepted,proposer_emailusr715@gt.educounterparty_emailusr645@gt.eduproposer_item_no5301counterparty_item_no4768
5303,2355,usr716@gt.edu,usr318@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr716@gt.educounterparty_emailusr318@gt.eduproposer_item_no5303counterparty_item_no2355
5304,5421,usr716@gt.edu,usr732@gt.edu,2022-04-25,2022-04-26,accepted,proposer_emailusr716@gt.educounterparty_emailusr732@gt.eduproposer_item_no5304counterparty_item_no5421
5305,6990,usr716@gt.edu,usr943@gt.edu,2022-04-18,2022-05-05,accepted,proposer_emailusr716@gt.educounterparty_emailusr943@gt.eduproposer_item_no5305counterparty_item_no6990
5307,2089,usr716@gt.edu,usr280@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr716@gt.educounterparty_emailusr280@gt.eduproposer_item_no5307counterparty_item_no2089
5310,2247,usr717@gt.edu,usr302@gt.edu,2022-05-12,NULL,unaccepted,proposer_emailusr717@gt.educounterparty_emailusr302@gt.eduproposer_item_no5310counterparty_item_no2247
5311,2941,usr717@gt.edu,usr393@gt.edu,2022-04-19,2022-05-11,accepted,proposer_emailusr717@gt.educounterparty_emailusr393@gt.eduproposer_item_no5311counterparty_item_no2941
5315,690,usr718@gt.edu,usr092@gt.edu,2022-04-25,2022-05-23,accepted,proposer_emailusr718@gt.educounterparty_emailusr092@gt.eduproposer_item_no5315counterparty_item_no690
5316,6976,usr718@gt.edu,usr941@gt.edu,2022-04-15,2022-05-10,accepted,proposer_emailusr718@gt.educounterparty_emailusr941@gt.eduproposer_item_no5316counterparty_item_no6976
5317,6327,usr718@gt.edu,usr852@gt.edu,2022-04-27,2022-05-10,accepted,proposer_emailusr718@gt.educounterparty_emailusr852@gt.eduproposer_item_no5317counterparty_item_no6327
5320,5099,usr719@gt.edu,usr687@gt.edu,2022-04-28,2022-05-12,rejected,proposer_emailusr719@gt.educounterparty_emailusr687@gt.eduproposer_item_no5320counterparty_item_no5099
5320,5332,usr719@gt.edu,usr721@gt.edu,2022-04-18,2022-04-20,rejected,proposer_emailusr719@gt.educounterparty_emailusr721@gt.eduproposer_item_no5320counterparty_item_no5332
5321,4780,usr719@gt.edu,usr646@gt.edu,2022-04-15,2022-05-10,accepted,proposer_emailusr719@gt.educounterparty_emailusr646@gt.eduproposer_item_no5321counterparty_item_no4780
5323,3078,usr720@gt.edu,usr410@gt.edu,2022-05-12,2022-06-14,accepted,proposer_emailusr720@gt.educounterparty_emailusr410@gt.eduproposer_item_no5323counterparty_item_no3078
5324,1473,usr720@gt.edu,usr197@gt.edu,2022-04-22,2022-05-03,accepted,proposer_emailusr720@gt.educounterparty_emailusr197@gt.eduproposer_item_no5324counterparty_item_no1473
5326,2626,usr720@gt.edu,usr356@gt.edu,2022-04-15,2022-04-26,accepted,proposer_emailusr720@gt.educounterparty_emailusr356@gt.eduproposer_item_no5326counterparty_item_no2626
5327,4094,usr720@gt.edu,usr553@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr720@gt.educounterparty_emailusr553@gt.eduproposer_item_no5327counterparty_item_no4094
5329,900,usr721@gt.edu,usr119@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr721@gt.educounterparty_emailusr119@gt.eduproposer_item_no5329counterparty_item_no900
5332,102,usr721@gt.edu,usr014@gt.edu,2022-04-26,2022-06-03,accepted,proposer_emailusr721@gt.educounterparty_emailusr014@gt.eduproposer_item_no5332counterparty_item_no102
5336,1610,usr721@gt.edu,usr214@gt.edu,2022-04-22,2022-04-26,accepted,proposer_emailusr721@gt.educounterparty_emailusr214@gt.eduproposer_item_no5336counterparty_item_no1610
5338,43,usr721@gt.edu,usr007@gt.edu,2022-05-18,2022-05-19,accepted,proposer_emailusr721@gt.educounterparty_emailusr007@gt.eduproposer_item_no5338counterparty_item_no43
5339,5485,usr722@gt.edu,usr739@gt.edu,2022-04-15,2022-05-09,accepted,proposer_emailusr722@gt.educounterparty_emailusr739@gt.eduproposer_item_no5339counterparty_item_no5485
5341,2168,usr722@gt.edu,usr291@gt.edu,2022-04-18,2022-06-06,accepted,proposer_emailusr722@gt.educounterparty_emailusr291@gt.eduproposer_item_no5341counterparty_item_no2168
5342,1368,usr722@gt.edu,usr185@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr722@gt.educounterparty_emailusr185@gt.eduproposer_item_no5342counterparty_item_no1368
5343,5256,usr722@gt.edu,usr711@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr722@gt.educounterparty_emailusr711@gt.eduproposer_item_no5343counterparty_item_no5256
5346,3489,usr723@gt.edu,usr474@gt.edu,2022-04-15,2022-04-21,rejected,proposer_emailusr723@gt.educounterparty_emailusr474@gt.eduproposer_item_no5346counterparty_item_no3489
5359,6549,usr724@gt.edu,usr882@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr724@gt.educounterparty_emailusr882@gt.eduproposer_item_no5359counterparty_item_no6549
5360,2025,usr724@gt.edu,usr272@gt.edu,2022-05-12,2022-05-18,rejected,proposer_emailusr724@gt.educounterparty_emailusr272@gt.eduproposer_item_no5360counterparty_item_no2025
5362,5138,usr724@gt.edu,usr692@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr724@gt.educounterparty_emailusr692@gt.eduproposer_item_no5362counterparty_item_no5138
5367,6919,usr725@gt.edu,usr934@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr725@gt.educounterparty_emailusr934@gt.eduproposer_item_no5367counterparty_item_no6919
5369,5995,usr725@gt.edu,usr805@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr725@gt.educounterparty_emailusr805@gt.eduproposer_item_no5369counterparty_item_no5995
5371,3544,usr725@gt.edu,usr481@gt.edu,2022-04-22,2022-06-01,rejected,proposer_emailusr725@gt.educounterparty_emailusr481@gt.eduproposer_item_no5371counterparty_item_no3544
5372,2519,usr725@gt.edu,usr340@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr725@gt.educounterparty_emailusr340@gt.eduproposer_item_no5372counterparty_item_no2519
5374,4935,usr726@gt.edu,usr666@gt.edu,2022-04-22,2022-05-06,rejected,proposer_emailusr726@gt.educounterparty_emailusr666@gt.eduproposer_item_no5374counterparty_item_no4935
5375,4885,usr726@gt.edu,usr659@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr726@gt.educounterparty_emailusr659@gt.eduproposer_item_no5375counterparty_item_no4885
5376,1907,usr726@gt.edu,usr255@gt.edu,2022-04-27,2022-05-25,rejected,proposer_emailusr726@gt.educounterparty_emailusr255@gt.eduproposer_item_no5376counterparty_item_no1907
5379,816,usr726@gt.edu,usr108@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr726@gt.educounterparty_emailusr108@gt.eduproposer_item_no5379counterparty_item_no816
5380,3466,usr726@gt.edu,usr470@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr726@gt.educounterparty_emailusr470@gt.eduproposer_item_no5380counterparty_item_no3466
5381,1856,usr726@gt.edu,usr247@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr726@gt.educounterparty_emailusr247@gt.eduproposer_item_no5381counterparty_item_no1856
5381,2559,usr726@gt.edu,usr346@gt.edu,2022-04-15,2022-05-11,rejected,proposer_emailusr726@gt.educounterparty_emailusr346@gt.eduproposer_item_no5381counterparty_item_no2559
5383,5005,usr727@gt.edu,usr676@gt.edu,2022-04-27,2022-04-29,rejected,proposer_emailusr727@gt.educounterparty_emailusr676@gt.eduproposer_item_no5383counterparty_item_no5005
5384,3858,usr727@gt.edu,usr520@gt.edu,2022-04-19,2022-04-25,accepted,proposer_emailusr727@gt.educounterparty_emailusr520@gt.eduproposer_item_no5384counterparty_item_no3858
