proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id,proposed_date1,accept_reject_date1
5829,1099,usr782@gt.edu,usr148@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr782@gt.educounterparty_emailusr148@gt.eduproposer_item_no5829counterparty_item_no1099,2022-05-18,NULL
5830,24,usr782@gt.edu,usr005@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr782@gt.educounterparty_emailusr005@gt.eduproposer_item_no5830counterparty_item_no24,2022-05-25,NULL
5832,4557,usr782@gt.edu,usr617@gt.edu,2022-04-19,2022-04-29,rejected,proposer_emailusr782@gt.educounterparty_emailusr617@gt.eduproposer_item_no5832counterparty_item_no4557,2022-04-19,2022-04-29
5833,6054,usr782@gt.edu,usr813@gt.edu,2022-04-29,2022-05-13,accepted,proposer_emailusr782@gt.educounterparty_emailusr813@gt.eduproposer_item_no5833counterparty_item_no6054,2022-04-29,2022-05-13
5836,4948,usr783@gt.edu,usr667@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr783@gt.educounterparty_emailusr667@gt.eduproposer_item_no5836counterparty_item_no4948,2022-04-19,NULL
5837,6379,usr783@gt.edu,usr858@gt.edu,2022-04-15,2022-05-06,rejected,proposer_emailusr783@gt.educounterparty_emailusr858@gt.eduproposer_item_no5837counterparty_item_no6379,2022-04-15,2022-05-06
5837,7279,usr783@gt.edu,usr981@gt.edu,2022-05-09,2022-06-09,accepted,proposer_emailusr783@gt.educounterparty_emailusr981@gt.eduproposer_item_no5837counterparty_item_no7279,2022-05-09,2022-06-09
5839,4395,usr784@gt.edu,usr595@gt.edu,2022-04-15,2022-05-26,rejected,proposer_emailusr784@gt.educounterparty_emailusr595@gt.eduproposer_item_no5839counterparty_item_no4395,2022-04-15,2022-05-26
5841,2259,usr784@gt.edu,usr305@gt.edu,2022-06-01,2022-06-08,rejected,proposer_emailusr784@gt.educounterparty_emailusr305@gt.eduproposer_item_no5841counterparty_item_no2259,2022-06-01,2022-06-08
5842,4998,usr784@gt.edu,usr674@gt.edu,2022-05-17,NULL,unaccepted,proposer_emailusr784@gt.educounterparty_emailusr674@gt.eduproposer_item_no5842counterparty_item_no4998,2022-05-17,NULL
5843,323,usr784@gt.edu,usr046@gt.edu,2022-04-18,2022-04-25,rejected,proposer_emailusr784@gt.educounterparty_emailusr046@gt.eduproposer_item_no5843counterparty_item_no323,2022-04-18,2022-04-25
5843,1272,usr784@gt.edu,usr172@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr784@gt.educounterparty_emailusr172@gt.eduproposer_item_no5843counterparty_item_no1272,2022-05-23,NULL
5844,6094,usr785@gt.edu,usr818@gt.edu,2022-04-28,2022-05-17,accepted,proposer_emailusr785@gt.educounterparty_emailusr818@gt.eduproposer_item_no5844counterparty_item_no6094,2022-04-28,2022-05-17
5846,6224,usr785@gt.edu,usr836@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr785@gt.educounterparty_emailusr836@gt.eduproposer_item_no5846counterparty_item_no6224,2022-06-03,NULL
5848,1115,usr785@gt.edu,usr150@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr785@gt.educounterparty_emailusr150@gt.eduproposer_item_no5848counterparty_item_no1115,2022-06-09,NULL
5850,5686,usr785@gt.edu,usr765@gt.edu,2022-04-15,2022-04-21,accepted,proposer_emailusr785@gt.educounterparty_emailusr765@gt.eduproposer_item_no5850counterparty_item_no5686,2022-04-15,2022-04-21
5854,6658,usr786@gt.edu,usr898@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr786@gt.educounterparty_emailusr898@gt.eduproposer_item_no5854counterparty_item_no6658,2022-05-26,NULL
5855,2430,usr786@gt.edu,usr328@gt.edu,2022-04-21,2022-05-04,accepted,proposer_emailusr786@gt.educounterparty_emailusr328@gt.eduproposer_item_no5855counterparty_item_no2430,2022-04-21,2022-05-04
5857,3485,usr786@gt.edu,usr473@gt.edu,2022-05-17,2022-06-02,rejected,proposer_emailusr786@gt.educounterparty_emailusr473@gt.eduproposer_item_no5857counterparty_item_no3485,2022-05-17,2022-06-02
5858,3432,usr787@gt.edu,usr464@gt.edu,2022-04-20,2022-05-05,rejected,proposer_emailusr787@gt.educounterparty_emailusr464@gt.eduproposer_item_no5858counterparty_item_no3432,2022-04-20,2022-05-05
5858,5447,usr787@gt.edu,usr735@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr787@gt.educounterparty_emailusr735@gt.eduproposer_item_no5858counterparty_item_no5447,2022-05-23,NULL
5860,6591,usr787@gt.edu,usr888@gt.edu,2022-04-25,2022-05-26,accepted,proposer_emailusr787@gt.educounterparty_emailusr888@gt.eduproposer_item_no5860counterparty_item_no6591,2022-04-25,2022-05-26
5861,2417,usr787@gt.edu,usr326@gt.edu,2022-05-24,2022-06-03,accepted,proposer_emailusr787@gt.educounterparty_emailusr326@gt.eduproposer_item_no5861counterparty_item_no2417,2022-05-24,2022-06-03
5861,5130,usr787@gt.edu,usr691@gt.edu,2022-04-15,2022-04-19,rejected,proposer_emailusr787@gt.educounterparty_emailusr691@gt.eduproposer_item_no5861counterparty_item_no5130,2022-04-15,2022-04-19
5862,6237,usr788@gt.edu,usr838@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr788@gt.educounterparty_emailusr838@gt.eduproposer_item_no5862counterparty_item_no6237,2022-04-18,NULL
5863,2310,usr788@gt.edu,usr313@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr788@gt.educounterparty_emailusr313@gt.eduproposer_item_no5863counterparty_item_no2310,2022-06-09,NULL
5864,5922,usr788@gt.edu,usr796@gt.edu,2022-05-17,2022-05-24,accepted,proposer_emailusr788@gt.educounterparty_emailusr796@gt.eduproposer_item_no5864counterparty_item_no5922,2022-05-17,2022-05-24
5866,1488,usr788@gt.edu,usr200@gt.edu,2022-04-20,2022-05-05,accepted,proposer_emailusr788@gt.educounterparty_emailusr200@gt.eduproposer_item_no5866counterparty_item_no1488,2022-04-20,2022-05-05
5868,232,usr789@gt.edu,usr035@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr789@gt.educounterparty_emailusr035@gt.eduproposer_item_no5868counterparty_item_no232,2022-05-20,NULL
5869,4632,usr789@gt.edu,usr627@gt.edu,2022-05-11,2022-05-20,accepted,proposer_emailusr789@gt.educounterparty_emailusr627@gt.eduproposer_item_no5869counterparty_item_no4632,2022-05-11,2022-05-20
5870,3209,usr789@gt.edu,usr430@gt.edu,2022-04-20,2022-05-18,accepted,proposer_emailusr789@gt.educounterparty_emailusr430@gt.eduproposer_item_no5870counterparty_item_no3209,2022-04-20,2022-05-18
5871,5876,usr789@gt.edu,usr790@gt.edu,2022-05-12,2022-06-09,accepted,proposer_emailusr789@gt.educounterparty_emailusr790@gt.eduproposer_item_no5871counterparty_item_no5876,2022-05-12,2022-06-09
5877,5710,usr790@gt.edu,usr768@gt.edu,2022-04-25,2022-06-14,accepted,proposer_emailusr790@gt.educounterparty_emailusr768@gt.eduproposer_item_no5877counterparty_item_no5710,2022-04-25,2022-06-14
5878,4106,usr790@gt.edu,usr554@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr790@gt.educounterparty_emailusr554@gt.eduproposer_item_no5878counterparty_item_no4106,2022-06-08,NULL
5879,7086,usr790@gt.edu,usr954@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr790@gt.educounterparty_emailusr954@gt.eduproposer_item_no5879counterparty_item_no7086,2022-06-10,NULL
5881,4661,usr790@gt.edu,usr631@gt.edu,2022-05-24,2022-06-10,accepted,proposer_emailusr790@gt.educounterparty_emailusr631@gt.eduproposer_item_no5881counterparty_item_no4661,2022-05-24,2022-06-10
5885,4858,usr791@gt.edu,usr656@gt.edu,2022-04-15,2022-05-27,rejected,proposer_emailusr791@gt.educounterparty_emailusr656@gt.eduproposer_item_no5885counterparty_item_no4858,2022-04-15,2022-05-27
5886,6679,usr791@gt.edu,usr900@gt.edu,2022-05-03,2022-05-26,rejected,proposer_emailusr791@gt.educounterparty_emailusr900@gt.eduproposer_item_no5886counterparty_item_no6679,2022-05-03,2022-05-26
5887,2657,usr791@gt.edu,usr360@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr791@gt.educounterparty_emailusr360@gt.eduproposer_item_no5887counterparty_item_no2657,2022-04-19,NULL
5891,2256,usr792@gt.edu,usr304@gt.edu,2022-04-19,2022-05-17,rejected,proposer_emailusr792@gt.educounterparty_emailusr304@gt.eduproposer_item_no5891counterparty_item_no2256,2022-04-19,2022-05-17
5893,4358,usr792@gt.edu,usr589@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr792@gt.educounterparty_emailusr589@gt.eduproposer_item_no5893counterparty_item_no4358,2022-04-29,NULL
5894,1423,usr792@gt.edu,usr191@gt.edu,2022-06-03,2022-06-08,rejected,proposer_emailusr792@gt.educounterparty_emailusr191@gt.eduproposer_item_no5894counterparty_item_no1423,2022-06-03,2022-06-08
5896,2562,usr792@gt.edu,usr347@gt.edu,2022-04-18,2022-06-02,accepted,proposer_emailusr792@gt.educounterparty_emailusr347@gt.eduproposer_item_no5896counterparty_item_no2562,2022-04-18,2022-06-02
5897,6453,usr792@gt.edu,usr870@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr792@gt.educounterparty_emailusr870@gt.eduproposer_item_no5897counterparty_item_no6453,2022-04-15,2022-04-20
5900,3898,usr793@gt.edu,usr526@gt.edu,2022-04-29,2022-05-12,accepted,proposer_emailusr793@gt.educounterparty_emailusr526@gt.eduproposer_item_no5900counterparty_item_no3898,2022-04-29,2022-05-12
5902,1104,usr793@gt.edu,usr148@gt.edu,2022-05-09,2022-05-31,rejected,proposer_emailusr793@gt.educounterparty_emailusr148@gt.eduproposer_item_no5902counterparty_item_no1104,2022-05-09,2022-05-31
5906,3830,usr793@gt.edu,usr517@gt.edu,2022-05-10,2022-06-09,accepted,proposer_emailusr793@gt.educounterparty_emailusr517@gt.eduproposer_item_no5906counterparty_item_no3830,2022-05-10,2022-06-09
5909,7165,usr794@gt.edu,usr965@gt.edu,2022-04-18,2022-05-30,accepted,proposer_emailusr794@gt.educounterparty_emailusr965@gt.eduproposer_item_no5909counterparty_item_no7165,2022-04-18,2022-05-30
5910,324,usr794@gt.edu,usr047@gt.edu,2022-05-03,2022-05-06,accepted,proposer_emailusr794@gt.educounterparty_emailusr047@gt.eduproposer_item_no5910counterparty_item_no324,2022-05-03,2022-05-06
5912,637,usr794@gt.edu,usr086@gt.edu,2022-05-10,2022-06-01,accepted,proposer_emailusr794@gt.educounterparty_emailusr086@gt.eduproposer_item_no5912counterparty_item_no637,2022-05-10,2022-06-01
5913,2207,usr794@gt.edu,usr297@gt.edu,2022-04-19,2022-04-22,accepted,proposer_emailusr794@gt.educounterparty_emailusr297@gt.eduproposer_item_no5913counterparty_item_no2207,2022-04-19,2022-04-22
5914,1815,usr794@gt.edu,usr242@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr794@gt.educounterparty_emailusr242@gt.eduproposer_item_no5914counterparty_item_no1815,2022-04-29,NULL
5915,4003,usr795@gt.edu,usr540@gt.edu,2022-04-18,2022-04-25,accepted,proposer_emailusr795@gt.educounterparty_emailusr540@gt.eduproposer_item_no5915counterparty_item_no4003,2022-04-18,2022-04-25
5917,4105,usr795@gt.edu,usr554@gt.edu,2022-05-05,2022-05-16,accepted,proposer_emailusr795@gt.educounterparty_emailusr554@gt.eduproposer_item_no5917counterparty_item_no4105,2022-05-05,2022-05-16
5921,3418,usr796@gt.edu,usr461@gt.edu,2022-04-19,2022-04-27,rejected,proposer_emailusr796@gt.educounterparty_emailusr461@gt.eduproposer_item_no5921counterparty_item_no3418,2022-04-19,2022-04-27
5930,2084,usr797@gt.edu,usr279@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr797@gt.educounterparty_emailusr279@gt.eduproposer_item_no5930counterparty_item_no2084,2022-04-22,NULL
5931,1511,usr797@gt.edu,usr203@gt.edu,2022-04-26,2022-04-28,rejected,proposer_emailusr797@gt.educounterparty_emailusr203@gt.eduproposer_item_no5931counterparty_item_no1511,2022-04-26,2022-04-28
5931,2330,usr797@gt.edu,usr315@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr797@gt.educounterparty_emailusr315@gt.eduproposer_item_no5931counterparty_item_no2330,2022-05-30,NULL
5938,5699,usr797@gt.edu,usr766@gt.edu,2022-05-16,2022-06-09,rejected,proposer_emailusr797@gt.educounterparty_emailusr766@gt.eduproposer_item_no5938counterparty_item_no5699,2022-05-16,2022-06-09
5940,3327,usr798@gt.edu,usr450@gt.edu,2022-04-18,2022-05-06,accepted,proposer_emailusr798@gt.educounterparty_emailusr450@gt.eduproposer_item_no5940counterparty_item_no3327,2022-04-18,2022-05-06
5941,2916,usr798@gt.edu,usr390@gt.edu,2022-05-04,2022-06-01,accepted,proposer_emailusr798@gt.educounterparty_emailusr390@gt.eduproposer_item_no5941counterparty_item_no2916,2022-05-04,2022-06-01
5944,3875,usr798@gt.edu,usr523@gt.edu,2022-04-29,2022-05-06,accepted,proposer_emailusr798@gt.educounterparty_emailusr523@gt.eduproposer_item_no5944counterparty_item_no3875,2022-04-29,2022-05-06
5945,4164,usr799@gt.edu,usr563@gt.edu,2022-04-15,2022-05-03,accepted,proposer_emailusr799@gt.educounterparty_emailusr563@gt.eduproposer_item_no5945counterparty_item_no4164,2022-04-15,2022-05-03
5946,4781,usr799@gt.edu,usr646@gt.edu,2022-04-19,2022-05-02,rejected,proposer_emailusr799@gt.educounterparty_emailusr646@gt.eduproposer_item_no5946counterparty_item_no4781,2022-04-19,2022-05-02
5946,5430,usr799@gt.edu,usr733@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr799@gt.educounterparty_emailusr733@gt.eduproposer_item_no5946counterparty_item_no5430,2022-06-10,NULL
5948,244,usr800@gt.edu,usr036@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr800@gt.educounterparty_emailusr036@gt.eduproposer_item_no5948counterparty_item_no244,2022-05-26,NULL
5950,5494,usr800@gt.edu,usr740@gt.edu,2022-05-03,2022-06-02,rejected,proposer_emailusr800@gt.educounterparty_emailusr740@gt.eduproposer_item_no5950counterparty_item_no5494,2022-05-03,2022-06-02
5952,3493,usr800@gt.edu,usr474@gt.edu,2022-04-20,2022-04-26,rejected,proposer_emailusr800@gt.educounterparty_emailusr474@gt.eduproposer_item_no5952counterparty_item_no3493,2022-04-20,2022-04-26
5953,638,usr800@gt.edu,usr086@gt.edu,2022-04-27,2022-06-06,rejected,proposer_emailusr800@gt.educounterparty_emailusr086@gt.eduproposer_item_no5953counterparty_item_no638,2022-04-27,2022-06-06
5954,3178,usr800@gt.edu,usr426@gt.edu,2022-05-16,2022-05-23,accepted,proposer_emailusr800@gt.educounterparty_emailusr426@gt.eduproposer_item_no5954counterparty_item_no3178,2022-05-16,2022-05-23
5955,289,usr800@gt.edu,usr042@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr800@gt.educounterparty_emailusr042@gt.eduproposer_item_no5955counterparty_item_no289,2022-06-08,NULL
5956,1300,usr801@gt.edu,usr177@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr801@gt.educounterparty_emailusr177@gt.eduproposer_item_no5956counterparty_item_no1300,2022-04-22,NULL
5957,6452,usr801@gt.edu,usr870@gt.edu,2022-04-15,2022-04-21,rejected,proposer_emailusr801@gt.educounterparty_emailusr870@gt.eduproposer_item_no5957counterparty_item_no6452,2022-04-15,2022-04-21
5962,2957,usr802@gt.edu,usr395@gt.edu,2022-04-27,2022-05-16,accepted,proposer_emailusr802@gt.educounterparty_emailusr395@gt.eduproposer_item_no5962counterparty_item_no2957,2022-04-27,2022-05-16
5963,6335,usr802@gt.edu,usr852@gt.edu,2022-05-04,2022-05-17,accepted,proposer_emailusr802@gt.educounterparty_emailusr852@gt.eduproposer_item_no5963counterparty_item_no6335,2022-05-04,2022-05-17
5964,4714,usr802@gt.edu,usr638@gt.edu,2022-04-15,2022-04-18,rejected,proposer_emailusr802@gt.educounterparty_emailusr638@gt.eduproposer_item_no5964counterparty_item_no4714,2022-04-15,2022-04-18
5965,5975,usr802@gt.edu,usr803@gt.edu,2022-04-18,2022-05-12,accepted,proposer_emailusr802@gt.educounterparty_emailusr803@gt.eduproposer_item_no5965counterparty_item_no5975,2022-04-18,2022-05-12
5968,5551,usr802@gt.edu,usr748@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr802@gt.educounterparty_emailusr748@gt.eduproposer_item_no5968counterparty_item_no5551,2022-06-08,NULL
5969,6900,usr802@gt.edu,usr931@gt.edu,2022-05-30,2022-05-31,rejected,proposer_emailusr802@gt.educounterparty_emailusr931@gt.eduproposer_item_no5969counterparty_item_no6900,2022-05-30,2022-05-31
5970,5445,usr802@gt.edu,usr735@gt.edu,2022-05-17,2022-06-06,rejected,proposer_emailusr802@gt.educounterparty_emailusr735@gt.eduproposer_item_no5970counterparty_item_no5445,2022-05-17,2022-06-06
5972,4007,usr803@gt.edu,usr540@gt.edu,2022-04-18,2022-05-27,accepted,proposer_emailusr803@gt.educounterparty_emailusr540@gt.eduproposer_item_no5972counterparty_item_no4007,2022-04-18,2022-05-27
5978,5472,usr803@gt.edu,usr738@gt.edu,2022-04-22,2022-05-10,rejected,proposer_emailusr803@gt.educounterparty_emailusr738@gt.eduproposer_item_no5978counterparty_item_no5472,2022-04-22,2022-05-10
5982,4547,usr803@gt.edu,usr615@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr803@gt.educounterparty_emailusr615@gt.eduproposer_item_no5982counterparty_item_no4547,2022-06-09,NULL
5982,4728,usr803@gt.edu,usr639@gt.edu,2022-05-03,2022-06-03,rejected,proposer_emailusr803@gt.educounterparty_emailusr639@gt.eduproposer_item_no5982counterparty_item_no4728,2022-05-03,2022-06-03
5986,1226,usr804@gt.edu,usr165@gt.edu,2022-04-18,2022-05-09,accepted,proposer_emailusr804@gt.educounterparty_emailusr165@gt.eduproposer_item_no5986counterparty_item_no1226,2022-04-18,2022-05-09
5988,5996,usr804@gt.edu,usr805@gt.edu,2022-04-15,2022-06-07,rejected,proposer_emailusr804@gt.educounterparty_emailusr805@gt.eduproposer_item_no5988counterparty_item_no5996,2022-04-15,2022-06-07
5989,6843,usr804@gt.edu,usr925@gt.edu,2022-04-28,2022-04-29,accepted,proposer_emailusr804@gt.educounterparty_emailusr925@gt.eduproposer_item_no5989counterparty_item_no6843,2022-04-28,2022-04-29
5996,294,usr805@gt.edu,usr043@gt.edu,2022-06-07,2022-06-13,accepted,proposer_emailusr805@gt.educounterparty_emailusr043@gt.eduproposer_item_no5996counterparty_item_no294,2022-06-07,2022-06-13
5997,5263,usr805@gt.edu,usr711@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr805@gt.educounterparty_emailusr711@gt.eduproposer_item_no5997counterparty_item_no5263,2022-05-25,NULL
5997,6849,usr805@gt.edu,usr925@gt.edu,2022-04-20,2022-05-11,rejected,proposer_emailusr805@gt.educounterparty_emailusr925@gt.eduproposer_item_no5997counterparty_item_no6849,2022-04-20,2022-05-11
6001,1801,usr806@gt.edu,usr240@gt.edu,2022-04-21,2022-05-26,accepted,proposer_emailusr806@gt.educounterparty_emailusr240@gt.eduproposer_item_no6001counterparty_item_no1801,2022-04-21,2022-05-26
6002,6115,usr806@gt.edu,usr822@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr806@gt.educounterparty_emailusr822@gt.eduproposer_item_no6002counterparty_item_no6115,2022-04-15,2022-04-28
6003,7105,usr806@gt.edu,usr958@gt.edu,2022-04-28,2022-05-13,accepted,proposer_emailusr806@gt.educounterparty_emailusr958@gt.eduproposer_item_no6003counterparty_item_no7105,2022-04-28,2022-05-13
6004,7379,usr806@gt.edu,usr994@gt.edu,2022-04-22,2022-05-09,accepted,proposer_emailusr806@gt.educounterparty_emailusr994@gt.eduproposer_item_no6004counterparty_item_no7379,2022-04-22,2022-05-09
6007,2779,usr806@gt.edu,usr373@gt.edu,2022-04-18,2022-04-19,rejected,proposer_emailusr806@gt.educounterparty_emailusr373@gt.eduproposer_item_no6007counterparty_item_no2779,2022-04-18,2022-04-19
6010,3740,usr807@gt.edu,usr507@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr807@gt.educounterparty_emailusr507@gt.eduproposer_item_no6010counterparty_item_no3740,2022-06-06,NULL
6011,84,usr807@gt.edu,usr011@gt.edu,2022-04-21,2022-04-26,accepted,proposer_emailusr807@gt.educounterparty_emailusr011@gt.eduproposer_item_no6011counterparty_item_no84,2022-04-21,2022-04-26
6012,843,usr807@gt.edu,usr111@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr807@gt.educounterparty_emailusr111@gt.eduproposer_item_no6012counterparty_item_no843,2022-04-27,NULL
6013,185,usr807@gt.edu,usr028@gt.edu,2022-04-19,2022-04-29,accepted,proposer_emailusr807@gt.educounterparty_emailusr028@gt.eduproposer_item_no6013counterparty_item_no185,2022-04-19,2022-04-29
6018,1703,usr808@gt.edu,usr226@gt.edu,2022-04-19,2022-04-26,rejected,proposer_emailusr808@gt.educounterparty_emailusr226@gt.eduproposer_item_no6018counterparty_item_no1703,2022-04-19,2022-04-26
6019,5192,usr808@gt.edu,usr702@gt.edu,2022-04-29,NULL,unaccepted,proposer_emailusr808@gt.educounterparty_emailusr702@gt.eduproposer_item_no6019counterparty_item_no5192,2022-04-29,NULL
6021,6388,usr808@gt.edu,usr860@gt.edu,2022-04-15,2022-05-05,accepted,proposer_emailusr808@gt.educounterparty_emailusr860@gt.eduproposer_item_no6021counterparty_item_no6388,2022-04-15,2022-05-05
6023,4216,usr809@gt.edu,usr570@gt.edu,2022-04-20,2022-04-26,accepted,proposer_emailusr809@gt.educounterparty_emailusr570@gt.eduproposer_item_no6023counterparty_item_no4216,2022-04-20,2022-04-26
6024,5880,usr809@gt.edu,usr790@gt.edu,2022-04-15,2022-05-10,rejected,proposer_emailusr809@gt.educounterparty_emailusr790@gt.eduproposer_item_no6024counterparty_item_no5880,2022-04-15,2022-05-10
6027,6507,usr809@gt.edu,usr877@gt.edu,2022-05-06,2022-05-23,accepted,proposer_emailusr809@gt.educounterparty_emailusr877@gt.eduproposer_item_no6027counterparty_item_no6507,2022-05-06,2022-05-23
6030,357,usr810@gt.edu,usr050@gt.edu,2022-05-06,2022-05-26,rejected,proposer_emailusr810@gt.educounterparty_emailusr050@gt.eduproposer_item_no6030counterparty_item_no357,2022-05-06,2022-05-26
6030,1066,usr810@gt.edu,usr145@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr810@gt.educounterparty_emailusr145@gt.eduproposer_item_no6030counterparty_item_no1066,2022-05-27,NULL
6037,5636,usr811@gt.edu,usr757@gt.edu,2022-05-13,2022-06-06,accepted,proposer_emailusr811@gt.educounterparty_emailusr757@gt.eduproposer_item_no6037counterparty_item_no5636,2022-05-13,2022-06-06
6038,5350,usr811@gt.edu,usr723@gt.edu,2022-04-20,2022-05-26,accepted,proposer_emailusr811@gt.educounterparty_emailusr723@gt.eduproposer_item_no6038counterparty_item_no5350,2022-04-20,2022-05-26
6039,6868,usr811@gt.edu,usr927@gt.edu,2022-04-15,2022-05-03,rejected,proposer_emailusr811@gt.educounterparty_emailusr927@gt.eduproposer_item_no6039counterparty_item_no6868,2022-04-15,2022-05-03
6042,6872,usr811@gt.edu,usr928@gt.edu,2022-05-12,NULL,unaccepted,proposer_emailusr811@gt.educounterparty_emailusr928@gt.eduproposer_item_no6042counterparty_item_no6872,2022-05-12,NULL
6046,6606,usr812@gt.edu,usr890@gt.edu,2022-04-15,2022-04-19,accepted,proposer_emailusr812@gt.educounterparty_emailusr890@gt.eduproposer_item_no6046counterparty_item_no6606,2022-04-15,2022-04-19
6047,6417,usr812@gt.edu,usr865@gt.edu,2022-04-20,2022-06-09,accepted,proposer_emailusr812@gt.educounterparty_emailusr865@gt.eduproposer_item_no6047counterparty_item_no6417,2022-04-20,2022-06-09
6050,987,usr812@gt.edu,usr133@gt.edu,2022-04-19,2022-05-13,rejected,proposer_emailusr812@gt.educounterparty_emailusr133@gt.eduproposer_item_no6050counterparty_item_no987,2022-04-19,2022-05-13
6050,2393,usr812@gt.edu,usr322@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr812@gt.educounterparty_emailusr322@gt.eduproposer_item_no6050counterparty_item_no2393,2022-05-13,NULL
6056,2570,usr813@gt.edu,usr348@gt.edu,2022-04-15,2022-04-18,rejected,proposer_emailusr813@gt.educounterparty_emailusr348@gt.eduproposer_item_no6056counterparty_item_no2570,2022-04-15,2022-04-18
6058,5465,usr813@gt.edu,usr737@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr813@gt.educounterparty_emailusr737@gt.eduproposer_item_no6058counterparty_item_no5465,2022-06-08,NULL
6062,6020,usr813@gt.edu,usr808@gt.edu,2022-05-12,2022-05-13,accepted,proposer_emailusr813@gt.educounterparty_emailusr808@gt.eduproposer_item_no6062counterparty_item_no6020,2022-05-12,2022-05-13
6063,44,usr813@gt.edu,usr007@gt.edu,2022-05-05,NULL,unaccepted,proposer_emailusr813@gt.educounterparty_emailusr007@gt.eduproposer_item_no6063counterparty_item_no44,2022-05-05,NULL
6064,4532,usr814@gt.edu,usr613@gt.edu,2022-05-12,2022-05-20,rejected,proposer_emailusr814@gt.educounterparty_emailusr613@gt.eduproposer_item_no6064counterparty_item_no4532,2022-05-12,2022-05-20
6064,5984,usr814@gt.edu,usr804@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr814@gt.educounterparty_emailusr804@gt.eduproposer_item_no6064counterparty_item_no5984,2022-05-23,NULL
6065,6524,usr814@gt.edu,usr879@gt.edu,2022-04-22,2022-06-03,accepted,proposer_emailusr814@gt.educounterparty_emailusr879@gt.eduproposer_item_no6065counterparty_item_no6524,2022-04-22,2022-06-03
6066,4022,usr814@gt.edu,usr544@gt.edu,2022-04-19,2022-05-11,rejected,proposer_emailusr814@gt.educounterparty_emailusr544@gt.eduproposer_item_no6066counterparty_item_no4022,2022-04-19,2022-05-11
6067,6127,usr815@gt.edu,usr823@gt.edu,2022-05-02,2022-05-26,rejected,proposer_emailusr815@gt.educounterparty_emailusr823@gt.eduproposer_item_no6067counterparty_item_no6127,2022-05-02,2022-05-26
6068,4801,usr815@gt.edu,usr649@gt.edu,2022-04-19,2022-04-26,accepted,proposer_emailusr815@gt.educounterparty_emailusr649@gt.eduproposer_item_no6068counterparty_item_no4801,2022-04-19,2022-04-26
6069,1145,usr815@gt.edu,usr155@gt.edu,2022-04-15,2022-04-18,accepted,proposer_emailusr815@gt.educounterparty_emailusr155@gt.eduproposer_item_no6069counterparty_item_no1145,2022-04-15,2022-04-18
6070,4535,usr815@gt.edu,usr613@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr815@gt.educounterparty_emailusr613@gt.eduproposer_item_no6070counterparty_item_no4535,2022-06-01,NULL
6072,3355,usr815@gt.edu,usr452@gt.edu,2022-04-25,2022-04-27,rejected,proposer_emailusr815@gt.educounterparty_emailusr452@gt.eduproposer_item_no6072counterparty_item_no3355,2022-04-25,2022-04-27
6074,555,usr816@gt.edu,usr078@gt.edu,2022-04-15,2022-05-26,accepted,proposer_emailusr816@gt.educounterparty_emailusr078@gt.eduproposer_item_no6074counterparty_item_no555,2022-04-15,2022-05-26
6076,6511,usr816@gt.edu,usr877@gt.edu,2022-05-06,NULL,unaccepted,proposer_emailusr816@gt.educounterparty_emailusr877@gt.eduproposer_item_no6076counterparty_item_no6511,2022-05-06,NULL
